Plot.ID,PlotID.focalsp,PlotID.focalsp.comp.combo,Competition,Block ,Plot.letter,Treatment,Focal.sp,Nearest.neighbour.sp,Neighbour.ID,Notes,Exclude.from.analysis,Neighbour.density,Neighbour.exotic,Exotic.density
15H,15H.P.canescens,15H.P.canescens.Highcomp,Highcomp,15,H,Shade,P.canescens,A.calendula,Cheilanthes.sp,,0,3,0,0
15H,15H.P.canescens,15H.P.canescens.Highcomp,Highcomp,15,H,Shade,P.canescens,A.calendula,D.glochidiatus,,0,1,0,0
15H,15H.P.canescens,15H.P.canescens.Highcomp,Highcomp,15,H,Shade,P.canescens,A.calendula,G.berardiana,,0,1,0,0
15I,15I.H.glutinosum,15I.H.glutinosum.Highcomp,Highcomp,15,I,Open,H.glutinosum,H.glutinosum,C.colorata,,0,12,0,0
15I,15I.H.glutinosum,15I.H.glutinosum.Highcomp,Highcomp,15,I,Open,H.glutinosum,H.glutinosum,C.hispidula,,0,1,0,0
15I,15I.H.glutinosum,15I.H.glutinosum.Highcomp,Highcomp,15,I,Open,H.glutinosum,H.glutinosum,H.glutinosum,,0,2,0,0
15I,15I.H.glutinosum,15I.H.glutinosum.Highcomp,Highcomp,15,I,Open,H.glutinosum,H.glutinosum,W.acuminata,,0,1,0,0
15I,15I.P.airoides,15I.P.airoides.Highcomp,Highcomp,15,I,Open,P.airoides,A.calendula,A.calendula,,0,1,1,1
15I,15I.P.airoides,15I.P.airoides.Highcomp,Highcomp,15,I,Open,P.airoides,A.calendula,P.airoides,,0,2,1,2
15I,15I.P.canescens,15I.P.canescens.Highcomp,Highcomp,15,I,Open,P.canescens,Not.focal.species,C.colorata,,0,1,0,0
15I,15I.P.canescens,15I.P.canescens.Highcomp,Highcomp,15,I,Open,P.canescens,Not.focal.species,H.glutinosum,,0,3,0,0
15I,15I.P.canescens,15I.P.canescens.Highcomp,Highcomp,15,I,Open,P.canescens,Not.focal.species,W.acuminata,,0,1,0,0
15I,15I.V.rosea,15I.V.rosea.Highcomp,Highcomp,15,I,Open,V.rosea,Not.focal.species,C.colorata,,0,3,0,0
15I,15I.V.rosea,15I.V.rosea.Highcomp,Highcomp,15,I,Open,V.rosea,Not.focal.species,H.glutinosum,,0,6,0,0
15I,15I.V.rosea,15I.V.rosea.Highcomp,Highcomp,15,I,Open,V.rosea,Not.focal.species,P.airoides,,0,4,1,4
15J,15J.H.glutinosum,15J.H.glutinosum.Highcomp,Highcomp,15,J,Shade,H.glutinosum,Not.focal.species,C.colorata,,0,9,0,0
15J,15J.H.glutinosum,15J.H.glutinosum.Highcomp,Highcomp,15,J,Shade,H.glutinosum,Not.focal.species,H.glutinosum,,0,1,0,0
15J,15J.H.glutinosum,15J.H.glutinosum.Highcomp,Highcomp,15,J,Shade,H.glutinosum,Not.focal.species,P.airoides,,0,2,1,2
15J,15J.H.glutinosum,15J.H.glutinosum.Highcomp,Highcomp,15,J,Shade,H.glutinosum,Not.focal.species,P.canescens,,0,1,0,0
15J,15J.P.airoides,15J.P.airoides.Highcomp,Highcomp,15,J,Shade,P.airoides,H.glutinosum,C.pseudevax,,0,1,0,0
15J,15J.P.airoides,15J.P.airoides.Highcomp,Highcomp,15,J,Shade,P.airoides,H.glutinosum,H.glutinosum,,0,3,0,0
15J,15J.P.airoides,15J.P.airoides.Highcomp,Highcomp,15,J,Shade,P.airoides,H.glutinosum,P.canescens,,0,1,0,0
15J,15J.P.airoides,15J.P.airoides.Highcomp,Highcomp,15,J,Shade,P.airoides,H.glutinosum,P.debilis,,0,1,0,0
15J,15J.P.airoides,15J.P.airoides.Highcomp,Highcomp,15,J,Shade,P.airoides,H.glutinosum,W.acuminata,,0,1,0,0
15J,15J.V.rosea,15J.V.rosea.Highcomp,Highcomp,15,J,Shade,V.rosea,P.airoides,NA,,0,NA,NA,NA
15K,15K.H.glabra,15K.H.glabra.Highcomp,Highcomp,15,K,Open,H.glabra,Not.focal.species,N.rotundifolia,,0,1,0,0
15K,15K.H.glabra,15K.H.glabra.Highcomp,Highcomp,15,K,Open,H.glabra,Not.focal.species,W.acuminata,,0,2,0,0
15L,15L.V.rosea,15L.V.rosea.Highcomp,Highcomp,15,L,Open,V.rosea,V.rosea,V.rosea,,0,1,0,0
15M,15M.M.minima,15M.M.minima.Highcomp,Highcomp,15,M,Shade,M.minima,Not.focal.species,M.minima,,0,1,1,1
15M,15M.T.cyanopetala,15M.T.cyanopetala.Highcomp,Highcomp,15,M,Shade,T.cyanopetala,Not.focal.species,M.polymorpha,,0,1,1,1
15M,15M.T.cyanopetala,15M.T.cyanopetala.Highcomp,Highcomp,15,M,Shade,T.cyanopetala,Not.focal.species,P.canescens,,0,1,0,0
15M,15M.T.cyanopetala,15M.T.cyanopetala.Highcomp,Highcomp,15,M,Shade,T.cyanopetala,Not.focal.species,T.cyanopetala,,0,1,0,0
2A,2A.H.glutinosum,2A.H.glutinosum.Highcomp,Highcomp,2,A,Shade,H.glutinosum,P.airoides,P.airoides,,0,3,1,3
2A,2A.P.airoides,2A.P.airoides.Highcomp,Highcomp,2,A,Shade,P.airoides,P.airoides,H.glutinosum,,0,2,0,0
2A,2A.P.airoides,2A.P.airoides.Highcomp,Highcomp,2,A,Shade,P.airoides,P.airoides,P.airoides,,0,7,1,7
2A,2A.P.canescens,2A.P.canescens.Highcomp,Highcomp,2,A,Shade,P.canescens,P.airoides,P.airoides,,0,2,1,2
2B,2B.A.calendula,2B.A.calendula.Highcomp,Highcomp,2,B,Open,A.calendula,A.calendula,C.eremea,,0,1,0,0
2B,2B.A.calendula,2B.A.calendula.Highcomp,Highcomp,2,B,Open,A.calendula,A.calendula,H.glutinosum,,0,2,0,0
2B,2B.A.calendula,2B.A.calendula.Highcomp,Highcomp,2,B,Open,A.calendula,A.calendula,P.airoides,,0,3,1,3
2B,2B.A.calendula,2B.A.calendula.Highcomp,Highcomp,2,B,Open,A.calendula,A.calendula,P.muelleriana,,0,1,0,0
2B,2B.A.calendula,2B.A.calendula.Highcomp,Highcomp,2,B,Open,A.calendula,A.calendula,T.cyanopetala,,0,1,0,0
2B,2B.H.glutinosum,2B.H.glutinosum.Highcomp,Highcomp,2,B,Open,H.glutinosum,H.glutinosum,C.eremea,,0,4,0,0
2B,2B.H.glutinosum,2B.H.glutinosum.Highcomp,Highcomp,2,B,Open,H.glutinosum,H.glutinosum,C.pseudevax,,0,1,0,0
2B,2B.H.glutinosum,2B.H.glutinosum.Highcomp,Highcomp,2,B,Open,H.glutinosum,H.glutinosum,H.glutinosum,,0,5,0,0
2B,2B.P.airoides,2B.P.airoides.Highcomp,Highcomp,2,B,Open,P.airoides,P.airoides,H.glutinosum,,0,4,0,0
2B,2B.P.airoides,2B.P.airoides.Highcomp,Highcomp,2,B,Open,P.airoides,P.airoides,P.airoides,,0,3,1,3
2B,2B.P.airoides,2B.P.airoides.Highcomp,Highcomp,2,B,Open,P.airoides,P.airoides,T.cyanopetala,,0,1,0,0
2B,2B.P.canescens,2B.P.canescens.Highcomp,Highcomp,2,B,Open,P.canescens,T.cyanopetala,D.glochidiatus,,0,1,0,0
2B,2B.P.canescens,2B.P.canescens.Highcomp,Highcomp,2,B,Open,P.canescens,T.cyanopetala,P.airoides,,0,1,1,1
2B,2B.P.canescens,2B.P.canescens.Highcomp,Highcomp,2,B,Open,P.canescens,T.cyanopetala,T.cyanopetala,,0,1,0,0
2B,2B.T.cyanopetala,2B.T.cyanopetala.Highcomp,Highcomp,2,B,Open,T.cyanopetala,T.cyanopetala,H.glutinosum,,0,1,0,0
2B,2B.T.cyanopetala,2B.T.cyanopetala.Highcomp,Highcomp,2,B,Open,T.cyanopetala,T.cyanopetala,T.cyanopetala,,0,3,0,0
2C,2C.H.glutinosum,2C.H.glutinosum.Highcomp,Highcomp,2,C,Shade,H.glutinosum,H.glutinosum,H.glutinosum,,0,1,0,0
2C,2C.H.glutinosum,2C.H.glutinosum.Highcomp,Highcomp,2,C,Shade,H.glutinosum,H.glutinosum,P.airoides,,0,2,1,2
2C,2C.P.airoides,2C.P.airoides.Highcomp,Highcomp,2,C,Shade,P.airoides,P.airoides,P.airoides,,0,6,1,6
2C,2C.V.rosea,2C.V.rosea.Highcomp,Highcomp,2,C,Shade,V.rosea,P.airoides,H.glutinosum,Cycnopotamica,1,5,0,0
2C,2C.V.rosea,2C.V.rosea.Highcomp,Highcomp,2,C,Shade,V.rosea,P.airoides,P.airoides,Cycnopotamica,1,7,1,7
2D,2D.H.glabra,2D.H.glabra.Highcomp,Highcomp,2,D,Open,H.glabra,T.cyanopetala,C.hispidula,,0,1,0,0
2D,2D.H.glabra,2D.H.glabra.Highcomp,Highcomp,2,D,Open,H.glabra,T.cyanopetala,G.tenuifolia,,0,1,0,0
2D,2D.H.glabra,2D.H.glabra.Highcomp,Highcomp,2,D,Open,H.glabra,T.cyanopetala,H.glutinosum,,0,1,0,0
2D,2D.H.glabra,2D.H.glabra.Highcomp,Highcomp,2,D,Open,H.glabra,T.cyanopetala,T.cyanopetala,,0,3,0,0
2D,2D.H.glutinosum,2D.H.glutinosum.Highcomp,Highcomp,2,D,Open,H.glutinosum,T.cyanopetala,G.tenuifolia,,0,1,0,0
2D,2D.H.glutinosum,2D.H.glutinosum.Highcomp,Highcomp,2,D,Open,H.glutinosum,T.cyanopetala,H.glutinosum,,0,7,0,0
2D,2D.H.glutinosum,2D.H.glutinosum.Highcomp,Highcomp,2,D,Open,H.glutinosum,T.cyanopetala,P.lessonni,,0,1,0,0
2D,2D.H.glutinosum,2D.H.glutinosum.Highcomp,Highcomp,2,D,Open,H.glutinosum,T.cyanopetala,T.cyanopetala,,0,1,0,0
2D,2D.P.airoides,2D.P.airoides.Highcomp,Highcomp,2,D,Open,P.airoides,H.glutinosum,H.glutinosum,,0,3,0,0
2D,2D.P.airoides,2D.P.airoides.Highcomp,Highcomp,2,D,Open,P.airoides,H.glutinosum,P.airoides,,0,2,1,2
2E,2E.H.glabra,2E.H.glabra.Highcomp,Highcomp,2,E,Open,H.glabra,Not.focal.species,Cheilanthes.sp,,0,6,0,0
2E,2E.M.minima,2E.M.minima.Highcomp,Highcomp,2,E,Open,M.minima,H.glutinosum,Cheilanthes.sp,,0,5,0,0
2E,2E.M.minima,2E.M.minima.Highcomp,Highcomp,2,E,Open,M.minima,H.glutinosum,H.glutinosum,,0,2,0,0
2E,2E.M.minima,2E.M.minima.Highcomp,Highcomp,2,E,Open,M.minima,H.glutinosum,T.cyanopetala,,0,2,0,0
2E,2E.P.canescens,2E.P.canescens.Highcomp,Highcomp,2,E,Open,P.canescens,M.minima,H.glutinosum,,0,1,0,0
2E,2E.P.canescens,2E.P.canescens.Highcomp,Highcomp,2,E,Open,P.canescens,M.minima,M.minima,,0,1,1,1
2E,2E.T.cyanopetala,2E.T.cyanopetala.Highcomp,Highcomp,2,E,Open,T.cyanopetala,Not.focal.species,M.minima,,1,2,1,2
2E,2E.T.cyanopetala,2E.T.cyanopetala.Highcomp,Highcomp,2,E,Open,T.cyanopetala,Not.focal.species,P.debilis,,1,1,0,0
2E,2E.T.cyanopetala,2E.T.cyanopetala.Highcomp,Highcomp,2,E,Open,T.cyanopetala,Not.focal.species,W.gracilenta,,1,2,0,0
2F,2F.H.glabra,2F.H.glabra.Highcomp,Highcomp,2,F,Open,H.glabra,T.cyanopetala,T.cyanopetala,,0,1,0,0
2F,2F.M.minima,2F.M.minima.Highcomp,Highcomp,2,F,Open,M.minima,M.minima,M.minima,,0,1,1,1
2F,2F.P.canescens,2F.P.canescens.Highcomp,Highcomp,2,F,Open,P.canescens,Not.focal.species,NA,,0,NA,NA,NA
2F,2F.T.cyanopetala,2F.T.cyanopetala.Highcomp,Highcomp,2,F,Open,T.cyanopetala,T.cyanopetala,Erodium.cygnorum,,0,1,0,0
2F,2F.T.cyanopetala,2F.T.cyanopetala.Highcomp,Highcomp,2,F,Open,T.cyanopetala,T.cyanopetala,T.cyanopetala,,0,1,0,0
2G,2G.A.calendula,2G.A.calendula.Highcomp,Highcomp,2,G,Shade,A.calendula,A.calendula,A.calendula,,0,1,1,1
2G,2G.M.minima,2G.M.minima.Highcomp,Highcomp,2,G,Shade,M.minima,Not.focal.species,NA,M.polymorpha,1,0,NA,NA
2G,2G.T.cyanopetala,2G.T.cyanopetala.Highcomp,Highcomp,2,G,Shade,T.cyanopetala,V.rosea,H.glutinosum,,0,1,0,0
2G,2G.T.cyanopetala,2G.T.cyanopetala.Highcomp,Highcomp,2,G,Shade,T.cyanopetala,V.rosea,M.polymorpha,,0,1,1,1
2G,2G.T.cyanopetala,2G.T.cyanopetala.Highcomp,Highcomp,2,G,Shade,T.cyanopetala,V.rosea,V.rosea,,0,1,0,0
2G,2G.V.rosea,2G.V.rosea.Highcomp,Highcomp,2,G,Shade,V.rosea,Not.focal.species,NA,,0,NA,NA,NA
2H,2H.A.calendula,2H.A.calendula.Highcomp,Highcomp,2,H,Shade,A.calendula,H.glutinosum,H.glutinosum,,0,2,0,0
2H,2H.H.glabra,2H.H.glabra.Highcomp,Highcomp,2,H,Shade,H.glabra,H.glutinosum,H.glutinosum,,0,6,0,0
2H,2H.V.rosea,2H.V.rosea.Highcomp,Highcomp,2,H,Shade,V.rosea,Not.focal.species,H.glutinosum,,0,8,0,0
2H,2H.V.rosea,2H.V.rosea.Highcomp,Highcomp,2,H,Shade,V.rosea,Not.focal.species,P.airoides,,0,1,1,1
2I,2I.A.calendula,2I.A.calendula.Highcomp,Highcomp,2,I,Shade,A.calendula,Not.focal.species,NA,,0,NA,NA,NA
2I,2I.M.minima,2I.M.minima.Highcomp,Highcomp,2,I,Shade,M.minima,H.glutinosum,H.glutinosum,,0,3,0,0
2I,2I.V.rosea,2I.V.rosea.Highcomp,Highcomp,2,I,Shade,V.rosea,Not.focal.species,NA,,0,NA,NA,NA
2J,2J.V.rosea,2J.V.rosea.Highcomp,Highcomp,2,J,Open,V.rosea,V.rosea,H.glutinosum,,0,1,0,0
2J,2J.V.rosea,2J.V.rosea.Highcomp,Highcomp,2,J,Open,V.rosea,V.rosea,V.rosea,,0,1,0,0
2K,2K.H.glabra,2K.H.glabra.Highcomp,Highcomp,2,K,Shade,H.glabra,T.cyanopetala,P.airoides,,0,1,1,1
2K,2K.H.glabra,2K.H.glabra.Highcomp,Highcomp,2,K,Shade,H.glabra,T.cyanopetala,T.cyanopetala,,0,2,0,0
2K,2K.P.canescens,2K.P.canescens.Highcomp,Highcomp,2,K,Shade,P.canescens,H.glutinosum,H.glutinosum,,0,1,0,0
2K,2K.P.canescens,2K.P.canescens.Highcomp,Highcomp,2,K,Shade,P.canescens,H.glutinosum,P.debilis,,0,1,0,0
2K,2K.T.cyanopetala,2K.T.cyanopetala.Highcomp,Highcomp,2,K,Shade,T.cyanopetala,Not.focal.species,H.glutinosum,,0,5,0,0
2K,2K.T.cyanopetala,2K.T.cyanopetala.Highcomp,Highcomp,2,K,Shade,T.cyanopetala,Not.focal.species,P.airoides,,0,1,1,1
2K,2K.T.cyanopetala,2K.T.cyanopetala.Highcomp,Highcomp,2,K,Shade,T.cyanopetala,Not.focal.species,T.cyanopetala,,0,2,0,0
2L,2L.A.calendula,2L.A.calendula.Highcomp,Highcomp,2,L,Open,A.calendula,V.rosea,T.cyanopetala,,0,5,0,0
2L,2L.A.calendula,2L.A.calendula.Highcomp,Highcomp,2,L,Open,A.calendula,V.rosea,V.rosea,,0,1,0,0
2L,2L.V.rosea,2L.V.rosea.Highcomp,Highcomp,2,L,Open,V.rosea,V.rosea,P.airoides,,0,1,1,1
2L,2L.V.rosea,2L.V.rosea.Highcomp,Highcomp,2,L,Open,V.rosea,V.rosea,V.rosea,,0,1,0,0
6A,6A.H.glutinosum,6A.H.glutinosum.Highcomp,Highcomp,6,A,Shade,H.glutinosum,H.glutinosum,H.glutinosum,,0,4,0,0
6A,6A.P.airoides,6A.P.airoides.Highcomp,Highcomp,6,A,Shade,P.airoides,H.glutinosum,H.glutinosum,,0,7,0,0
6A,6A.P.airoides,6A.P.airoides.Highcomp,Highcomp,6,A,Shade,P.airoides,H.glutinosum,P.airoides,,0,4,1,4
6A,6A.P.canescens,6A.P.canescens.Highcomp,Highcomp,6,A,Shade,P.canescens,H.glutinosum,C.pseudevax,,0,1,0,0
6A,6A.P.canescens,6A.P.canescens.Highcomp,Highcomp,6,A,Shade,P.canescens,H.glutinosum,H.glutinosum,,0,5,0,0
6A,6A.P.canescens,6A.P.canescens.Highcomp,Highcomp,6,A,Shade,P.canescens,H.glutinosum,P.airoides,,0,1,1,1
6B,6B.H.glabra,6B.H.glabra.Highcomp,Highcomp,6,B,Shade,H.glabra,Not.focal.species,H.glutinosum,,0,1,0,0
6B,6B.H.glabra,6B.H.glabra.Highcomp,Highcomp,6,B,Shade,H.glabra,Not.focal.species,P.airoides,,0,9,1,9
6B,6B.H.glutinosum,6B.H.glutinosum.Highcomp,Highcomp,6,B,Shade,H.glutinosum,H.glutinosum,H.glutinosum,,0,6,0,0
6B,6B.P.airoides,6B.P.airoides.Highcomp,Highcomp,6,B,Shade,P.airoides,H.glutinosum,H.glutinosum,,0,1,0,0
6B,6B.P.airoides,6B.P.airoides.Highcomp,Highcomp,6,B,Shade,P.airoides,H.glutinosum,P.airoides,,0,2,1,2
6C,6C.H.glabra,6C.H.glabra.Highcomp,Highcomp,6,C,Open,H.glabra,H.glutinosum,H.glutinosum,,0,6,0,0
6C,6C.H.glutinosum,6C.H.glutinosum.Highcomp,Highcomp,6,C,Open,H.glutinosum,H.glutinosum,H.glutinosum,,0,6,0,0
6C,6C.P.airoides,6C.P.airoides.Highcomp,Highcomp,6,C,Open,P.airoides,H.glutinosum,H.glutinosum,,0,5,0,0
6C,6C.P.airoides,6C.P.airoides.Highcomp,Highcomp,6,C,Open,P.airoides,H.glutinosum,P.airoides,,0,1,1,1
6D,6D.A.calendula,6D.A.calendula.Highcomp,Highcomp,6,D,Open,A.calendula,A.calendula,A.calendula,,0,1,1,1
6D,6D.H.glutinosum,6D.H.glutinosum.Highcomp,Highcomp,6,D,Open,H.glutinosum,H.glutinosum,Erodium.cygnorum,,0,1,0,0
6D,6D.H.glutinosum,6D.H.glutinosum.Highcomp,Highcomp,6,D,Open,H.glutinosum,H.glutinosum,H.glutinosum,,0,4,0,0
6D,6D.H.glutinosum,6D.H.glutinosum.Highcomp,Highcomp,6,D,Open,H.glutinosum,H.glutinosum,P.airoides,,0,1,1,1
6D,6D.H.glutinosum,6D.H.glutinosum.Highcomp,Highcomp,6,D,Open,H.glutinosum,H.glutinosum,P.debilis,,0,1,0,0
6D,6D.T.cyanopetala,6D.T.cyanopetala.Highcomp,Highcomp,6,D,Open,T.cyanopetala,H.glutinosum,H.glutinosum,,0,3,0,0
6E,6E.A.calendula,6E.A.calendula.Highcomp,Highcomp,6,E,Open,A.calendula,Not.focal.species,NA,,0,0,NA,NA
6E,6E.P.airoides,6E.P.airoides.Highcomp,Highcomp,6,E,Open,P.airoides,P.airoides,C.hispidula,,0,1,0,0
6E,6E.P.airoides,6E.P.airoides.Highcomp,Highcomp,6,E,Open,P.airoides,P.airoides,P.airoides,,0,2,1,2
6E,6E.P.airoides,6E.P.airoides.Highcomp,Highcomp,6,E,Open,P.airoides,P.airoides,P.gaudichaudii,,0,1,0,0
6E,6E.P.canescens,6E.P.canescens.Highcomp,Highcomp,6,E,Open,P.canescens,Not.focal.species,NA,,0,0,NA,NA
6F,6F.A.calendula,6F.A.calendula.Highcomp,Highcomp,6,F,Shade,A.calendula,Not.focal.species,C.colorata,,0,1,0,0
6F,6F.A.calendula,6F.A.calendula.Highcomp,Highcomp,6,F,Shade,A.calendula,Not.focal.species,C.eremea,,0,1,0,0
6F,6F.A.calendula,6F.A.calendula.Highcomp,Highcomp,6,F,Shade,A.calendula,Not.focal.species,P.airoides,,0,5,1,5
6F,6F.A.calendula,6F.A.calendula.Highcomp,Highcomp,6,F,Shade,A.calendula,Not.focal.species,Vulpia.sp,,0,3,1,3
6F,6F.H.glabra,6F.H.glabra.Highcomp,Highcomp,6,F,Shade,H.glabra,P.airoides,NA,,0,NA,NA,NA
6F,6F.P.canescens,6F.P.canescens.Highcomp,Highcomp,6,F,Shade,P.canescens,P.airoides,C.eremea,,0,1,0,0
6F,6F.P.canescens,6F.P.canescens.Highcomp,Highcomp,6,F,Shade,P.canescens,P.airoides,Erodium.cygnorum,,0,1,0,0
6F,6F.P.canescens,6F.P.canescens.Highcomp,Highcomp,6,F,Shade,P.canescens,P.airoides,P.airoides,,0,2,1,2
6F,6F.P.canescens,6F.P.canescens.Highcomp,Highcomp,6,F,Shade,P.canescens,P.airoides,W.acuminata,,0,1,0,0
6F,6F.V.rosea,6F.V.rosea.Highcomp,Highcomp,6,F,Shade,V.rosea,P.airoides,C.hispidula,,0,2,0,0
6F,6F.V.rosea,6F.V.rosea.Highcomp,Highcomp,6,F,Shade,V.rosea,P.airoides,D.glochidiatus,,0,1,0,0
6F,6F.V.rosea,6F.V.rosea.Highcomp,Highcomp,6,F,Shade,V.rosea,P.airoides,Erodium.cygnorum,,0,1,0,0
6F,6F.V.rosea,6F.V.rosea.Highcomp,Highcomp,6,F,Shade,V.rosea,P.airoides,P.airoides,,0,2,1,2
6G,6G.H.glabra,6G.H.glabra.Highcomp,Highcomp,6,G,Open,H.glabra,P.airoides,Austrostipa.elegantissima,,0,1,0,0
6G,6G.H.glabra,6G.H.glabra.Highcomp,Highcomp,6,G,Open,H.glabra,P.airoides,M.minima,,0,1,1,1
6G,6G.H.glabra,6G.H.glabra.Highcomp,Highcomp,6,G,Open,H.glabra,P.airoides,P.airoides,,0,4,1,4
6G,6G.H.glabra,6G.H.glabra.Highcomp,Highcomp,6,G,Open,H.glabra,P.airoides,T.cyanopetala,,0,1,0,0
6G,6G.M.minima,6G.M.minima.Highcomp,Highcomp,6,G,Open,M.minima,P.airoides,C.colorata,,0,4,0,0
6G,6G.M.minima,6G.M.minima.Highcomp,Highcomp,6,G,Open,M.minima,P.airoides,C.eremea,,0,3,0,0
6G,6G.M.minima,6G.M.minima.Highcomp,Highcomp,6,G,Open,M.minima,P.airoides,M.minima,,0,1,1,1
6G,6G.M.minima,6G.M.minima.Highcomp,Highcomp,6,G,Open,M.minima,P.airoides,P.airoides,,0,9,1,9
6H,6H.M.minima,6H.M.minima.Highcomp,Highcomp,6,H,Open,M.minima,Not.focal.species,Cheilanthes.sp,,0,2,0,0
6H,6H.M.minima,6H.M.minima.Highcomp,Highcomp,6,H,Open,M.minima,Not.focal.species,P.gaudichaudii,,0,1,0,0
6H,6H.V.rosea,6H.V.rosea.Highcomp,Highcomp,6,H,Open,V.rosea,M.minima,M.minima,,0,1,1,1
6H,6H.V.rosea,6H.V.rosea.Highcomp,Highcomp,6,H,Open,V.rosea,M.minima,P.gaudichaudii,,0,1,0,0
6I,6I.A.calendula,6I.A.calendula.Highcomp,Highcomp,6,I,Shade,A.calendula,M.minima,Cheilanthes.sp,,0,2,0,0
6I,6I.A.calendula,6I.A.calendula.Highcomp,Highcomp,6,I,Shade,A.calendula,M.minima,M.minima,,0,3,1,3
6I,6I.A.calendula,6I.A.calendula.Highcomp,Highcomp,6,I,Shade,A.calendula,M.minima,P.gaudichaudii,,0,1,0,0
6I,6I.M.minima,6I.M.minima.Highcomp,Highcomp,6,I,Shade,M.minima,M.minima,M.minima,,0,1,1,1
6J,6J.M.minima,6J.M.minima.Highcomp,Highcomp,6,J,Shade,M.minima,H.glutinosum,H.glutinosum,,0,3,0,0
6J,6J.M.minima,6J.M.minima.Highcomp,Highcomp,6,J,Shade,M.minima,H.glutinosum,P.airoides,,0,1,1,1
6J,6J.V.rosea,6J.V.rosea.Highcomp,Highcomp,6,J,Shade,V.rosea,H.glutinosum,H.glutinosum,,0,2,0,0
6K,6K.T.cyanopetala,6K.T.cyanopetala.Highcomp,Highcomp,6,K,Shade,T.cyanopetala,T.cyanopetala,P.airoides,,1,1,1,1
6K,6K.T.cyanopetala,6K.T.cyanopetala.Highcomp,Highcomp,6,K,Shade,T.cyanopetala,T.cyanopetala,P.gaudichaudii,,1,1,0,0
6K,6K.T.cyanopetala,6K.T.cyanopetala.Highcomp,Highcomp,6,K,Shade,T.cyanopetala,T.cyanopetala,T.cyanopetala,,1,1,0,0
6K,6K.V.rosea,6K.V.rosea.Highcomp,Highcomp,6,K,Shade,V.rosea,H.glutinosum,H.glutinosum,V.cycnopotamica,0,4,0,0
6L,6L.P.canescens,6L.P.canescens.Highcomp,Highcomp,6,L,Open,P.canescens,Not.focal.species,M.polymorpha,,0,1,1,1
6L,6L.P.canescens,6L.P.canescens.Highcomp,Highcomp,6,L,Open,P.canescens,Not.focal.species,P.dubia,,0,3,1,3
6L,6L.T.cyanopetala,6L.T.cyanopetala.Highcomp,Highcomp,6,L,Open,T.cyanopetala,P.canescens,P.canescens,,1,1,0,0
6L,6L.T.cyanopetala,6L.T.cyanopetala.Highcomp,Highcomp,6,L,Open,T.cyanopetala,P.canescens,P.dubia,,1,2,1,2
6M,6M.V.rosea,6M.V.rosea.Highcomp,Highcomp,6,M,Open,V.rosea,V.rosea,V.rosea,,0,1,0,0
6N,6N.V.rosea,6N.V.rosea.Highcomp,Highcomp,6,N,Open,V.rosea,A.calendula,A.calendula,,0,2,1,2
6N,6N.V.rosea,6N.V.rosea.Highcomp,Highcomp,6,N,Open,V.rosea,A.calendula,P.debilis,,0,1,0,0
6O,6O.T.cyanopetala,6O.T.cyanopetala.Highcomp,Highcomp,6,O,Shade,T.cyanopetala,P.airoides,P.airoides,,0,4,1,4
6O,6O.T.cyanopetala,6O.T.cyanopetala.Highcomp,Highcomp,6,O,Shade,T.cyanopetala,P.airoides,P.canescens,,0,1,0,0
6O,6O.T.cyanopetala,6O.T.cyanopetala.Highcomp,Highcomp,6,O,Shade,T.cyanopetala,P.airoides,P.gaudichaudii,,0,1,0,0
6O,6O.T.cyanopetala,6O.T.cyanopetala.Highcomp,Highcomp,6,O,Shade,T.cyanopetala,P.airoides,P.lessonni,,0,2,0,0
6O,6O.T.cyanopetala,6O.T.cyanopetala.Highcomp,Highcomp,6,O,Shade,T.cyanopetala,P.airoides,T.cyanopetala,,0,1,0,0
