b.p,b.p.l,b.p.l.d.pl,Block,Light,Plot,Density,no.plants,Plant.ID,species,competitor,Focal.1,Focal.2,Colwell P,Canopy Cover,Soil.Moisture.1.avg,Soil.Moisture.2.avg,Soil.Moisture.3.avg,Soil.Moisture.Mean,Soil.Moisture.Coefficient.Variation,Height,Lat.1,Lat.2,avg.lat,canopy.arch,Longest.Leaf,NearestNeighbour.ID,NearestNeighbour.Distandce,no.developed.flowers,Mean.seed.per.flower,Extrapolated.Seed.Total
13.vpm2,13.vpm2.o,13.vpm2.o.m.p.2,13,o,vpm2,m,4,p.2,p,v,V.rosea,P.airoides,6.026258206,0,14.925,15.925,7.95,12.93333333,0.311500243,32,6,2,4,0.125,8,v.2,14,1,52,52
13.vpm2,13.vpm2.s,13.vpm2.s.m.p.1,13,s,vpm2,m,4,p.1,p,v,V.rosea,P.airoides,8.98334794,51.39062928,14.925,15.925,7.95,12.93333333,0.311500243,50,40,4,22,0.44,34,v.1,36,2,44,88
13.vpm2,13.vpm2.s,13.vpm2.s.m.p.2,13,s,vpm2,m,4,p.2,p,v,V.rosea,P.airoides,8.98334794,51.39062928,13.95,17.9,7.575,13.14166667,0.393235582,44,9,0,4.5,0.102272727,18,v.1,20,1,36,36
13.vsolo,13.vsolo.o,13.vsolo.o.s.v.1,13,o,vsolo,s,1,v.1,v,NA,V.rosea,NA,4.237091919,0,13.95,17.9,7.575,13.14166667,0.393235582,26,32,25,28.5,1.096153846,37,NA,NA,19,3,55
13.vsolo,13.vsolo.s,13.vsolo.s.s.v.1,13,s,vsolo,s,1,v.1,v,NA,V.rosea,NA,8.98334794,55.67517328,13.95,17.9,7.575,13.14166667,0.393235582,31,19,12,15.5,0.5,28,NA,NA,8,2,16
14.cph,14.cph.o,14.cph.o.h.p.1,14,o,cph,h,6,p.1,p,c,A.calendula,P.airoides,7.7,0,11.125,14.925,5.85,10.63333333,0.426932845,67,43,5,24,0.358208955,27,c.1,24,2,64,128
14.cph,14.cph.o,14.cph.o.h.p.2,14,o,cph,h,6,p.2,p,c,A.calendula,P.airoides,7.7,0,11.125,14.925,5.85,10.63333333,0.426932845,68,34,20,27,0.397058824,24,c.3,14,7,79,552
14.cph,14.cph.o,14.cph.o.h.p.3,14,o,cph,h,6,p.3,p,c,A.calendula,P.airoides,7.7,0,11.125,14.925,5.85,10.63333333,0.426932845,75,25,7,16,0.213333333,27,c.3,46,3,97,290
14.cph,14.cph.o,14.cph.o.h.c.1,14,o,cph,h,6,c.1,c,p,A.calendula,P.airoides,7.7,0,10.25,14.325,6.2,10.25833333,0.396019566,74,42,16,29,0.391891892,66,p.1,24,3,29,88
14.cph,14.cph.o,14.cph.o.h.c.2,14,o,cph,h,6,c.2,c,p,A.calendula,P.airoides,7.7,0,10.25,14.325,6.2,10.25833333,0.396019566,103,65,30,47.5,0.461165049,96,c.3,11,3,48,145
14.cph,14.cph.o,14.cph.o.h.c.3,14,o,cph,h,6,c.3,c,p,A.calendula,P.airoides,7.7,0,10.25,14.325,6.2,10.25833333,0.396019566,41,24,11,17.5,0.426829268,31,c.2,11,7,46,323
14.cph2,14.cph2.s,14.cph2.s.h.p.1,14,s,cph2,h,6,p.1,p,c,A.calendula,P.airoides,7.654193013,51.71595425,15.525,16.65,6.725,12.96666667,0.386927001,56,53,24,38.5,0.6875,38,p.3,64,5,87,436
14.cph2,14.cph2.s,14.cph2.s.h.p.2,14,s,cph2,h,6,p.2,p,c,A.calendula,P.airoides,7.654193013,51.71595425,13.475,17.275,6.85,12.53333333,0.416456123,41,16,0,8,0.195121951,31,c.3,46,1,26,26
14.cph2,14.cph2.s,14.cph2.s.h.p.3,14,s,cph2,h,6,p.3,p,c,A.calendula,P.airoides,7.654193013,51.71595425,14.675,18.475,8.05,13.73333333,0.380066753,71,44,19,31.5,0.443661972,45,c.3,52,2,70,140
14.cph2,14.cph2.s,14.cph2.s.h.c.1,14,s,cph2,h,6,c.1,c,p,A.calendula,P.airoides,7.7,51.71595425,14.675,18.475,8.05,13.73333333,0.380066753,171,137,65,101,0.590643275,114,c.2,17,6,46,276
14.cph2,14.cph2.s,14.cph2.s.h.c.2,14,s,cph2,h,6,c.2,c,p,A.calendula,P.airoides,7.654193013,51.71595425,14.8,17.775,7.575,13.38333333,0.382294172,93,24,21,22.5,0.241935484,40,c.1,17,1,16,16
14.cph2,14.cph2.s,14.cph2.s.h.c.3,14,s,cph2,h,6,c.3,c,p,A.calendula,P.airoides,7.654193013,51.71595425,14.8,17.775,7.575,13.38333333,0.382294172,194,122,62,92,0.474226804,96,c.2,20,3,40,121
14.cpl,14.cpl.o,14.cpl.o.l.p.1,14,o,cpl,l,2,p.1,p,c,A.calendula,P.airoides,11.60968983,0,16.025,19,7.475,14.16666667,0.408523518,36,45,17,31,0.861111111,21,c.1,80,6,101,608
14.cpl,14.cpl.o,14.cpl.o.l.c.1,14,o,cpl,l,2,c.1,c,p,A.calendula,P.airoides,11.60968983,0,16.025,19,7.475,14.16666667,0.408523518,63,28,0,14,0.222222222,38,p.1,80,2,26,52
14.cpm,14.cpm.o,14.cpm.o.m.p.1,14,o,cpm,m,4,p.1,p,c,A.calendula,P.airoides,10.43966324,0,16.025,19,7.475,14.16666667,0.408523518,55,26,7,16.5,0.3,21,c.2,43,5,101,506
14.cpm,14.cpm.o,14.cpm.o.m.p.2,14,o,cpm,m,4,p.2,p,c,A.calendula,P.airoides,10.43966324,0,15.9,19.7,7.733333333,14.44444444,0.415250928,49,32,3,17.5,0.357142857,19,c.1,27,3,89,268
14.cpm,14.cpm.o,14.cpm.o.m.c.1,14,o,cpm,m,4,c.1,c,p,A.calendula,P.airoides,10.43966324,0,16.9,19.825,5.85,14.19166667,0.495438862,69,65,32,48.5,0.702898551,65,p.1,27,4,33,132
14.cpm,14.cpm.o,14.cpm.o.m.c.2,14,o,cpm,m,4,c.2,c,p,A.calendula,P.airoides,10.43966324,0,16.9,19.825,5.85,14.19166667,0.495438862,43,16,4,10,0.23255814,11,p.2,43,3,22,67
14.cpm2,14.cpm2.o,14.cpm2.o.m.p.1,14,o,cpm2,m,4,p.1,p,c,A.calendula,P.airoides,7.7,0,13.925,16.05,6.975,12.31666667,0.370326777,74,14,7,10.5,0.141891892,25,c.1,9,21,160,3362
14.cpm2,14.cpm2.o,14.cpm2.o.m.p.2,14,o,cpm2,m,4,p.2,p,c,A.calendula,P.airoides,7.7,0,13.925,16.05,6.975,12.31666667,0.370326777,134,139,89,114,0.850746269,23,p.1,48,2,64,128
14.cpm2,14.cpm2.o,14.cpm2.o.m.c.1,14,o,cpm2,m,4,c.1,c,p,A.calendula,P.airoides,7.7,0,13.925,16.05,6.975,12.31666667,0.370326777,91,122,93,107.5,1.181318681,110,p.1,9,5,45,227
14.cpm2,14.cpm2.o,14.cpm2.o.m.c.2,14,o,cpm2,m,4,c.2,c,p,A.calendula,P.airoides,7.7,0,15.025,17.025,8.075,13.375,0.336469366,115,87,42,64.5,0.560869565,58,c.1,34,8,42,338
14.cpm3,14.cpm3.s,14.cpm3.s.m.p.1,14,s,cpm3,m,4,p.1,p,c,A.calendula,P.airoides,14.29376258,46.27005394,15.025,17.025,8.075,13.375,0.336469366,116,61,42,51.5,0.443965517,33,p.2,33,5,94,468
14.cpm3,14.cpm3.s,14.cpm3.s.m.p.2,14,s,cpm3,m,4,p.2,p,c,A.calendula,P.airoides,14.29376258,46.27005394,15.025,17.025,8.075,13.375,0.336469366,126,84,13,48.5,0.384920635,30,p.1,33,6,104,624
14.cpm3,14.cpm3.s,14.cpm3.s.m.c.1,14,s,cpm3,m,4,c.1,c,p,A.calendula,P.airoides,14.29376258,46.27005394,15.175,18.875,7.1,13.71666667,0.430318252,93,71,10,40.5,0.435483871,69,p.1,47,2,31,61
14.cpm3,14.cpm3.s,14.cpm3.s.m.c.2,14,s,cpm3,m,4,c.2,c,p,A.calendula,P.airoides,14.29376258,46.27005394,14.275,17.15,7.2,12.875,0.387680654,82,44,29,36.5,0.445121951,42,p.2,87,1,17,17
14.cpm4,14.cpm4.o,14.cpm4.o.m.p.1,14,o,cpm4,m,4,p.1,p,c,A.calendula,P.airoides,14.29376258,0,NA,NA,NA,NA,NA,83,62,52,57,0.686746988,18,c.2,67,3,81,242
14.cpm4,14.cpm4.o,14.cpm4.o.m.p.2,14,o,cpm4,m,4,p.2,p,c,A.calendula,P.airoides,14.29376258,0,NA,NA,NA,NA,NA,55,34,7,20.5,0.372727273,20,c.1,12,9,95,856
14.cpm4,14.cpm4.o,14.cpm4.o.m.c.1,14,o,cpm4,m,4,c.1,c,p,A.calendula,P.airoides,14.29376258,0,NA,NA,NA,NA,NA,100,46,7,26.5,0.265,51,c.2,67,2,33,65
14.cpm4,14.cpm4.o,14.cpm4.o.m.c.2,14,o,cpm4,m,4,c.2,c,p,A.calendula,P.airoides,14.29376258,0,16.9,17.275,9,14.39166667,0.291862168,93,84,39,61.5,0.661290323,97,p.1,12,12,45,536
14.csolo,14.csolo.o,14.csolo.o.s.c.1,14,o,csolo,s,1,c.1,c,NA,A.calendula,NA,11.60968983,0,16.9,17.275,9,14.39166667,0.291862168,85,53,36,44.5,0.523529412,54,NA,NA,2,44,88
14.csolo,14.csolo.s,14.csolo.s.s.c.1,14,s,csolo,s,1,c.1,c,NA,A.calendula,NA,7.57904672,56.29142733,NA,18.5,7.325,12.9125,0.432720232,140,166,179,172.5,1.232142857,145,NA,NA,10,39,390
14.cvm2,14.cvm2.s,14.cvm2.s.m.v.1,14,s,cvm2,m,4,v.1,v,c,A.calendula,V.rosea,7.57904672,50.24323647,NA,18.5,7.325,12.9125,0.432720232,43,36,14,25,0.581395349,62,c.2,31,11,3,37
14.cvm2,14.cvm2.s,14.cvm2.s.m.v.2,14,s,cvm2,m,4,v.2,v,c,A.calendula,V.rosea,7.57904672,50.24323647,14.15,14.775,6.225,11.71666667,0.369757577,52,66,33,49.5,0.951923077,65,c.1,23,47,3,128
14.cvm2,14.cvm2.s,14.cvm2.s.m.c.1,14,s,cvm2,m,4,c.1,c,v,A.calendula,V.rosea,7.57904672,50.24323647,14.15,14.775,6.225,11.71666667,0.369757577,144,167,17,92,0.638888889,150,v.2,23,10,44,437
14.cvm2,14.cvm2.s,14.cvm2.s.m.c.2,14,s,cvm2,m,4,c.2,c,v,A.calendula,V.rosea,7.57904672,50.24323647,14.15,14.775,6.225,11.71666667,0.369757577,134,209,144,176.5,1.317164179,181,v.1,31,3,53,158
14.psolo,14.psolo.o,14.psolo.o.s.p.1,14,o,psolo,s,1,p.1,p,NA,P.airoides,NA,15.72122841,14.48781755,12.85,15.05,4.975,10.95833333,0.462388891,27,23,7,15,0.555555556,16,NA,NA,2,30,60
14.psolo,14.psolo.s,14.psolo.s.s.p.1,14,s,psolo,s,1,p.1,p,NA,P.airoides,NA,11.60968983,50.88546695,12.85,15.05,4.975,10.95833333,0.462388891,72,84,33,58.5,0.8125,36,NA,NA,11,149,1641
14.vch,14.vch.o,14.vch.o.h.v.1,14,o,vch,h,6,v.1,v,c,V.rosea,A.calendula,10.43966324,0,12.85,15.05,4.975,10.95833333,0.462388891,31,16,13,14.5,0.467741935,20,c.1,34,3,4,12
14.vch,14.vch.o,14.vch.o.h.v.2,14,o,vch,h,6,v.2,v,c,V.rosea,A.calendula,10.43966324,0,15.8,17.375,7.95,13.70833333,0.346579384,43,42,33,37.5,0.872093023,49,c.3,7,51,3,151
14.vch,14.vch.o,14.vch.o.h.v.3,14,o,vch,h,6,v.3,v,c,V.rosea,A.calendula,10.43966324,0,13.1,14.8,4.475,10.79166667,0.482346998,31,26,5,15.5,0.5,30,v.2,17,28,3,77
14.vch,14.vch.o,14.vch.o.h.c.1,14,o,vch,h,6,c.1,c,v,V.rosea,A.calendula,10.43966324,0,17.15,17.15,6.725,13.675,0.388164547,87,28,22,25,0.287356322,53,v.1,34,3,36,109
14.vch,14.vch.o,14.vch.o.h.c.2,14,o,vch,h,6,c.2,c,v,V.rosea,A.calendula,10.43966324,0,17.15,17.15,6.725,13.675,0.388164547,99,49,19,34,0.343434343,51,v.2,19,3,29,86
14.vch,14.vch.o,14.vch.o.h.c.3,14,o,vch,h,6,c.3,c,v,V.rosea,A.calendula,10.43966324,0,16.425,17.4,8.275,14.03333333,0.328820124,98,34,10,22,0.224489796,42,v.2,7,5,31,154
14.vch2,14.vch2.s,14.vch2.s.h.v.1,14,s,vch2,h,6,v.1,v,c,V.rosea,A.calendula,8.928086839,50.15848896,16.425,17.4,8.275,14.03333333,0.328820124,94,68,46,57,0.606382979,78,c.1,25,65,4,239
14.vch2,14.vch2.s,14.vch2.s.h.v.2,14,s,vch2,h,6,v.2,v,c,V.rosea,A.calendula,8.928086839,50.15848896,13.95,15.65,9.275,12.95833333,0.246970736,39,44,17,30.5,0.782051282,42,v.3,11,10,3,30
14.vch2,14.vch2.s,14.vch2.s.h.v.3,14,s,vch2,h,6,v.3,v,c,V.rosea,A.calendula,8.928086839,50.15848896,13.95,15.65,9.275,12.95833333,0.246970736,58,46,40,43,0.74137931,60,v.2,11,13,4,52
14.vch2,14.vch2.s,14.vch2.s.h.c.1,14,s,vch2,h,6,c.1,c,v,V.rosea,A.calendula,8.928086839,50.15848896,13.95,15.65,9.275,12.95833333,0.246970736,202,79,0,39.5,0.195544554,68,v.1,25,1,34,34
14.vch2,14.vch2.s,14.vch2.s.h.c.2,14,s,vch2,h,6,c.2,c,v,V.rosea,A.calendula,8.928086839,50.15848896,16.9,19.825,8.05,14.925,0.396317645,138,67,11,39,0.282608696,34,v.3,52,2,27,54
14.vch2,14.vch2.s,14.vch2.s.h.c.3,14,s,vch2,h,6,c.3,c,v,V.rosea,A.calendula,8.928086839,50.15848896,16.9,19.825,8.05,14.925,0.396317645,150,42,7,24.5,0.163333333,56,v.3,14,2,18,36
14.vch3,14.vch3.o,14.vch3.o.h.v.1,14,o,vch3,h,6,v.1,v,c,V.rosea,P.airoides,14.29376258,0,16.9,19.825,8.05,14.925,0.396317645,42,49,23,36,0.857142857,44,c.1,37,100,4,363
14.vch3,14.vch3.o,14.vch3.o.h.v.2,14,o,vch3,h,6,v.2,v,c,V.rosea,P.airoides,14.29376258,0,15.05,14.175,8.875,12.7,0.215390075,46,24,19,21.5,0.467391304,52,c.2,10,20,3,63
14.vch3,14.vch3.o,14.vch3.o.h.v.3,14,o,vch3,h,6,v.3,v,c,V.rosea,A.calendula,14.29376258,0,13.225,13.675,6.225,11.04166667,0.342153533,56,45,36,40.5,0.723214286,48,v.2,25,18,3,50
14.vch3,14.vch3.o,14.vch3.o.h.c.1,14,o,vch3,h,6,c.1,c,v,V.rosea,A.calendula,14.29376258,0,16.65,NA,9.875,13.2625,0.180608801,79,26,4,15,0.189873418,31,c.2,26,3,23,68
14.vch3,14.vch3.o,14.vch3.o.h.c.2,14,o,vch3,h,6,c.2,c,v,V.rosea,A.calendula,14.29376258,0,16.65,NA,9.875,13.2625,0.180608801,97,18,15,16.5,0.170103093,42,v.2,10,2,29,58
14.vch3,14.vch3.o,14.vch3.o.h.c.3,14,o,vch3,h,6,c.3,c,v,V.rosea,A.calendula,14.29376258,0,15.4,16.525,5.35,12.425,0.454979068,78,63,21,42,0.538461538,49,v.2,17,5,49,245
14.vch4,14.vch4.s,14.vch4.s.h.v.1,14,s,vch4,h,6,v.1,v,c,V.rosea,A.calendula,14.29376258,65.41809551,15.4,16.525,5.35,12.425,0.454979068,55,37,11,24,0.436363636,52,c.3,28,16,3,48
14.vch4,14.vch4.s,14.vch4.s.h.v.2,14,s,vch4,h,6,v.2,v,c,V.rosea,A.calendula,14.29376258,65.41809551,16.15,14.925,5.975,12.35,0.373076063,42,41,36,38.5,0.916666667,57,c.3,12,5,3,15
14.vch4,14.vch4.s,14.vch4.s.h.v.3,14,s,vch4,h,6,v.3,v,c,V.rosea,A.calendula,14.29376258,65.41809551,16.15,14.925,5.975,12.35,0.373076063,62,41,24,32.5,0.524193548,72,c.3,43,14,4,52
14.vch4,14.vch4.s,14.vch4.s.h.c.1,14,s,vch4,h,6,c.1,c,v,V.rosea,A.calendula,14.29376258,65.41809551,16.15,14.925,5.975,12.35,0.373076063,161,92,0,46,0.285714286,82,v.2,56,1,31,31
14.vch4,14.vch4.s,14.vch4.s.h.c.2,14,s,vch4,h,6,c.2,c,v,V.rosea,A.calendula,14.29376258,65.41809551,12.1,14.675,5.725,10.83333333,0.41445361,134,45,20,32.5,0.242537313,53,v.1,29,2,40,80
14.vch4,14.vch4.s,14.vch4.s.h.c.3,14,s,vch4,h,6,c.3,c,v,V.rosea,A.calendula,14.29376258,65.41809551,12.1,14.675,5.725,10.83333333,0.41445361,136,123,56,89.5,0.658088235,110,v.2,12,4,46,185
14.vcl,14.vcl.o,14.vcl.o.l.v.1,14,o,vcl,l,2,v.1,v,c,V.rosea,P.airoides,14.29376258,0,12.1,14.675,5.725,10.83333333,0.41445361,52,39,9,24,0.461538462,51,c.1,33,25,3,67
14.vcl,14.vcl.s,14.vcl.s.l.v.1,14,s,vcl,l,2,v.1,v,c,V.rosea,P.airoides,8.928086839,41.98707104,14.425,17.025,7.575,13.00833333,0.364586668,63,75,64,69.5,1.103174603,71,c.1,34,78,3,254
14.vcl,14.vcl.o,14.vcl.o.l.c.1,14,o,vcl,l,2,c.1,c,v,V.rosea,P.airoides,14.29376258,0,13.225,16.025,6.7,11.98333333,0.390230112,74,64,23,43.5,0.587837838,87,v.1,33,4,46,185
14.vcl,14.vcl.s,14.vcl.s.l.c.1,14,s,vcl,l,2,c.1,c,v,V.rosea,P.airoides,8.928086839,41.98707104,14.175,16.525,5.6,12.1,0.45415241,84,77,12,44.5,0.529761905,116,v.1,34,2,32,64
14.vcl2,14.vcl2.s,14.vcl2.s.l.v.1,14,s,vcl2,l,2,v.1,v,c,V.rosea,A.calendula,8.928086839,58.25452287,11.375,13.575,4.85,9.933333333,0.441171752,69,57,21,39,0.565217391,80,c.1,8,45,4,161
14.vcl2,14.vcl2.s,14.vcl2.s.l.c.1,14,s,vcl2,l,2,c.1,c,v,V.rosea,A.calendula,8.928086839,58.25452287,11.375,13.575,4.85,9.933333333,0.441171752,204,85,21,53,0.259803922,95,v.1,8,3,38,113
14.vcl3,14.vcl3.o,14.vcl3.o.l.v.1,14,o,vcl3,l,2,v.1,v,c,V.rosea,A.calendula,10.43966324,0,14.175,15.675,6.85,12.23333333,0.363593282,53,59,11,35,0.660377358,62,c.1,66,91,3,318
14.vcl3,14.vcl3.o,14.vcl3.o.l.c.1,14,o,vcl3,l,2,c.1,c,v,V.rosea,A.calendula,10.43966324,0,14.175,15.675,6.85,12.23333333,0.363593282,61,54,19,36.5,0.598360656,43,v.1,66,3,28,84
14.vcm,14.vcm.o,14.vcm.o.m.v.1,14,o,vcm,m,4,v.1,v,c,V.rosea,A.calendula,10.43966324,0,15.05,NA,4.266666667,9.658333333,0.394735192,27,20,16,18,0.666666667,27,c.1,30,11,3,35
14.vcm,14.vcm.o,14.vcm.o.m.v.2,14,o,vcm,m,4,v.2,v,c,V.rosea,A.calendula,10.43966324,0,15.05,NA,4.266666667,9.658333333,0.394735192,39,29,9,19,0.487179487,30,c.2,22,15,2,32
14.vcm,14.vcm.o,14.vcm.o.m.c.1,14,o,vcm,m,4,c.1,c,v,V.rosea,A.calendula,10.43966324,0,15.05,NA,4.266666667,9.658333333,0.394735192,68,42,11,26.5,0.389705882,37,v.1,30,1,19,19
14.vcm,14.vcm.o,14.vcm.o.m.c.2,14,o,vcm,m,4,c.2,c,v,V.rosea,A.calendula,10.43966324,0,13.975,11.1,5.85,10.30833333,0.274571077,91,94,40,67,0.736263736,55,v.2,22,6,28,169
14.vcm2,14.vcm2.s,14.vcm2.s.m.v.1,14,s,vcm2,m,4,v.1,v,c,V.rosea,A.calendula,14.29376258,54.75676154,13.975,11.1,5.85,10.30833333,0.274571077,17,54,31,42.5,2.5,56,c.1,33,19,3,49
14.vcm2,14.vcm2.s,14.vcm2.s.m.v.2,14,s,vcm2,m,4,v.2,v,c,V.rosea,A.calendula,14.29376258,54.75676154,13.975,11.1,5.85,10.30833333,0.274571077,47,48,11,29.5,0.627659574,49,c.2,18,1,3,3
14.vcm2,14.vcm2.s,14.vcm2.s.m.c.1,14,s,vcm2,m,4,c.1,c,v,V.rosea,A.calendula,14.29376258,54.75676154,14.65,12.325,5.725,10.9,0.318625782,114,74,28,51,0.447368421,65,v.1,94,1,25,25
14.vcm2,14.vcm2.s,14.vcm2.s.m.c.2,14,s,vcm2,m,4,c.2,c,v,V.rosea,A.calendula,14.29376258,54.75676154,13.7,13.425,5.266666667,10.79722222,0.385686788,128,85,36,60.5,0.47265625,106,v.2,18,4,43,173
14.vph,14.vph.o,14.vph.o.h.v.1,14,o,vph,h,6,v.1,v,p,V.rosea,P.airoides,7.654193013,0,13.075,12.475,3.35,9.633333333,0.484715015,35,36,5,20.5,0.585714286,39,v.2,17,11,3,30
14.vph,14.vph.o,14.vph.o.h.v.2,14,o,vph,h,6,v.2,v,p,V.rosea,P.airoides,7.654193013,0,13.075,12.475,3.35,9.633333333,0.484715015,41,29,17,23,0.56097561,43,v.3,11,11,3,30
14.vph,14.vph.o,14.vph.o.h.v.3,14,o,vph,h,6,v.3,v,p,V.rosea,P.airoides,7.654193013,0,13.1,12.1,5.266666667,10.15555556,0.346687899,52,34,4,19,0.365384615,48,v.2,11,7,3,21
14.vph,14.vph.o,14.vph.o.h.p.1,14,o,vph,h,6,p.1,p,v,V.rosea,P.airoides,7.654193013,0,13.1,12.1,5.266666667,10.15555556,0.346687899,44,28,5,16.5,0.375,30,v.1,68,3,66,198
14.vph,14.vph.o,14.vph.o.h.p.2,14,o,vph,h,6,p.2,p,v,V.rosea,P.airoides,7.654193013,0,11.75,9.625,4.766666667,8.713888889,0.296359482,65,40,9,24.5,0.376923077,23,v.3,43,2,72,144
14.vph,14.vph.o,14.vph.o.h.p.3,14,o,vph,h,6,p.3,p,v,V.rosea,P.airoides,7.654193013,0,11.75,9.625,4.766666667,8.713888889,0.296359482,46,32,6,19,0.413043478,27,v.1,41,2,62,124
14.vpl,14.vpl.s,14.vpl.s.l.v.1,14,s,vpl,l,2,v.1,v,p,V.rosea,P.airoides,11.60968983,58.93436639,11.75,9.625,4.766666667,8.713888889,0.296359482,52,44,12,28,0.538461538,62,p.1,21,24,3,80
14.vpl,14.vpl.s,14.vpl.s.l.p.1,14,s,vpl,l,2,p.1,p,v,V.rosea,P.airoides,11.60968983,58.93436639,13.825,9.875,4.95,9.55,0.288421807,87,39,7,23,0.264367816,39,v.1,21,3,126,378
14.vpl2,14.vpl2.o,14.vpl2.o.l.v.1,14,o,vpl2,l,2,v.1,v,p,V.rosea,P.airoides,11.60968983,0,14.175,10.75,4.766666667,9.897222222,0.327012284,33,30,5,17.5,0.53030303,31,p.1,9,12,3,36
14.vpl2,14.vpl2.o,14.vpl2.o.l.p.1,14,o,vpl2,l,2,p.1,p,v,V.rosea,P.airoides,11.60968983,0,14.175,10.75,4.766666667,9.897222222,0.327012284,82,87,77,82,1,26,v.1,9,13,117,1520
14.vsolo,14.vsolo.o,14.vsolo.o.s.v.1,14,o,vsolo,s,1,v.1,v,NA,V.rosea,NA,7.57904672,0,13.575,11.75,3.85,9.725,0.421941149,38,69,63,66,1.736842105,65,NA,NA,97,4,388
14.vsolo,14.vsolo.s,14.vsolo.s.s.v.1,14,s,vsolo,s,1,v.1,v,NA,V.rosea,NA,7.57904672,58.07969451,11.25,10.875,5.6,9.241666667,0.292205649,61,48,31,39.5,0.647540984,57,NA,NA,NA,NA,NA
15.chh,15.chh.s,15.chh.s.h.h.1,15,s,chh,h,6,h.1,h,c,A.calendula,H.glutinosum,14.86473192,73.70745532,11.25,10.875,5.6,9.241666667,0.292205649,36,7,5,6,0.166666667,8,h.2,13,0,NA,NA
15.chh,15.chh.s,15.chh.s.h.h.2,15,s,chh,h,6,h.2,h,c,A.calendula,H.glutinosum,14.86473192,73.70745532,11.25,10.875,5.6,9.241666667,0.292205649,10,9,1,5,0.5,9,h.1,13,NA,NA,NA
15.chh,15.chh.s,15.chh.s.h.h.3,15,s,chh,h,6,h.3,h,c,A.calendula,H.glutinosum,14.86473192,73.70745532,12.975,12.125,6.85,10.65,0.255545301,41,14,5,9.5,0.231707317,10,c.3,36,1,NA,3
15.chh,15.chh.s,15.chh.s.h.c.1,15,s,chh,h,6,c.1,c,h,P.airoides,H.glutinosum,14.86473192,73.70745532,12.975,12.125,6.85,10.65,0.255545301,97,72,42,57,0.587628866,92,h.2,39,2,32,64
15.chh,15.chh.s,15.chh.s.h.c.2,15,s,chh,h,6,c.2,c,h,P.airoides,H.glutinosum,14.86473192,73.70745532,12.975,12.125,6.85,10.65,0.255545301,151,101,50,75.5,0.5,133,c.3,13,3,33,99
15.chh,15.chh.s,15.chh.s.h.c.3,15,s,chh,h,6,c.3,c,h,A.calendula,H.glutinosum,14.86473192,73.70745532,11.85,11.35,5.475,9.558333333,0.315020547,97,77,0,38.5,0.396907216,73,c.2,13,2,28,55
15.chh2,15.chh2.o,15.chh2.o.h.h.1,15,o,chh2,h,6,h.1,h,c,A.calendula,H.glutinosum,11.1,32.5493238,16.5,15.275,7.55,13.10833333,0.303979223,38,23,6,14.5,0.381578947,7,h.2,18,3,2,5
15.chh2,15.chh2.o,15.chh2.o.h.h.2,15,o,chh2,h,6,h.2,h,c,A.calendula,H.glutinosum,11.1,32.5493238,15.05,16.875,7.45,13.125,0.361535317,34,12,3,7.5,0.220588235,5,h.1,18,1,2,2
15.chh2,15.chh2.o,15.chh2.o.h.h.3,15,o,chh2,h,6,h.3,h,c,A.calendula,H.glutinosum,11.1,32.5493238,15.05,16.875,7.45,13.125,0.361535317,99,33,11,22,0.222222222,11,c.3,44,2,0,0
15.chh2,15.chh2.o,15.chh2.o.h.c.1,15,o,chh2,h,6,c.1,c,h,A.calendula,H.glutinosum,11.1,32.5493238,16.525,16.925,7.65,13.7,0.34369765,83,38,25,31.5,0.379518072,62,c.2,34,8,36,288
15.chh2,15.chh2.o,15.chh2.o.h.c.2,15,o,chh2,h,6,c.2,c,h,A.calendula,H.glutinosum,11.1,32.5493238,16.525,16.925,7.65,13.7,0.34369765,98,73,66,69.5,0.709183673,91,"c,1",34,8,35,281
15.chh2,15.chh2.o,15.chh2.o.h.c.3,15,o,chh2,h,6,c.3,c,h,A.calendula,H.glutinosum,11.1,32.5493238,12.625,12.75,5.725,10.36666667,0.344612876,97,71,38,54.5,0.56185567,65,h.3,44,8,31,250
15.chl,15.chl.s,15.chl.s.l.h.1,15,s,chl,l,2,h.1,h,c,A.calendula,H.glutinosum,14.86473192,57.15671421,12.625,12.75,5.725,10.36666667,0.344612876,17,8,3,5.5,0.323529412,4,c.1,64,1,1,1
15.chl,15.chl.s,15.chl.s.l.c.1,15,s,chl,l,2,c.1,c,h,A.calendula,H.glutinosum,14.86473192,57.15671421,12.625,12.75,5.725,10.36666667,0.344612876,61,103,84,93.5,1.532786885,106,h.1,64,5,39,196
15.chl2,15.chl2.o,15.chl2.o.l.h.1,15,o,chl2,l,2,h.1,h,c,A.calendula,H.glutinosum,11.1,8.453875838,18.875,17.875,8.366666667,15.03888889,0.324587514,33,11,2,6.5,0.196969697,8,c.1,46,NA,NA,NA
15.chl2,15.chl2.o,15.chl2.o.l.c.1,15,o,chl2,l,2,c.1,c,h,A.calendula,H.glutinosum,11.1,8.453875838,18.875,17.875,8.366666667,15.03888889,0.324587514,52,38,27,32.5,0.625,51,h.1,46,4,39,154
15.chm,15.chm.s,15.chm.s.m.h.1,15,s,chm,m,4,h.1,h,c,A.calendula,H.glutinosum,6.6,65.24945162,18.875,17.875,8.366666667,15.03888889,0.324587514,57,20,6,13,0.228070175,13,c.2,53,2,1,8
