b.p,b.p.l,b.p.l.d.pl,Block,Light,Plot,Density,no.plants,Plant.ID,species,competitor,Focal.1,Focal.2,Colwell P,Canopy Cover,Soil.Moisture.1.avg,Soil.Moisture.2.avg,Soil.Moisture.3.avg,Soil.Moisture.Mean,Soil.Moisture.Coefficient.Variation,Height,Lat.1,Lat.2,avg.lat,canopy.arch,Longest.Leaf,NearestNeighbour.ID,NearestNeighbour.Distandce,no.developed.flowers,Mean.seed.per.flower,Extrapolated.Seed.Total
15.phl2,15.phl2.s,15.phl2.s.l.h.1,15,s,phl2,l,2,h.1,h,p,P.airoides,H.glutinosum,5.29498837,64.79388941,21.175,21.8,9.375,17.45,0.361310932,32,27,7,17,0.53125,9,p.1,48,1,6,6
15.phm,15.phm.s,15.phm.s.m.p.1,15,s,phm,m,4,p.1,p,h,P.airoides,H.glutinosum,6.6,76.00358764,21.175,21.8,9.375,17.45,0.361310932,83,64,15,39.5,0.475903614,44,p.2,19,3,133,398
15.phm,15.phm.s,15.phm.s.m.p.2,15,s,phm,m,4,p.2,p,h,P.airoides,H.glutinosum,6.6,76.00358764,17.5,17.275,8.55,14.44166667,0.308201189,91,46,45,45.5,0.5,38,p.1,19,3,108,324
15.phm,15.phm.s,15.phm.s.m.h.1,15,s,phm,m,4,h.1,h,p,P.airoides,H.glutinosum,6.6,76.00358764,17.5,17.275,8.55,14.44166667,0.308201189,60,17,4,10.5,0.175,9,p.1,30,0,NA,NA
15.phm,15.phm.s,15.phm.s.m.h.2,15,s,phm,m,4,h.2,h,p,P.airoides,H.glutinosum,6.6,76.00358764,17.5,17.275,8.55,14.44166667,0.308201189,56,31,3,17,0.303571429,10,p.2,29,1,8,8
15.phm2,15.phm2.o,15.phm2.o.m.p.1,15,o,phm2,m,4,p.1,p,h,P.airoides,H.glutinosum,2.7,0.858691617,21.65,24.625,10.25,18.84166667,0.383887256,53,20,7,13.5,0.254716981,16,h.1,26,3,71,212
15.phm2,15.phm2.o,15.phm2.o.m.p.2,15,o,phm2,m,4,p.2,p,h,P.airoides,H.glutinosum,2.7,0.858691617,16.8,18.375,8.025,14.4,0.362581309,6,35,8,21.5,3.583333333,2,h.1,31,3,96,288
15.phm2,15.phm2.o,15.phm2.o.m.h.1,15,o,phm2,m,4,h.1,h,p,P.airoides,H.glutinosum,2.7,0.858691617,20.575,23.65,10.15,18.125,0.374452487,55,13,3,8,0.145454545,8,h.2,20,1,0,0
15.phm2,15.phm2.o,15.phm2.o.m.h.2,15,o,phm2,m,4,h.2,h,p,P.airoides,H.glutinosum,2.7,0.858691617,20.575,23.65,10.15,18.125,0.374452487,12,4,1,2.5,0.208333333,5,h.1,20,NA,NA,NA
15.psoloA,15.psoloA.o,15.psoloA.o.s.p.1,15,o,psoloA,s,1,p.1,p,NA,P.airoides,NA,18.3,2.777,18,20.925,9.775,16.23333333,0.344863127,60,NA,NA,NA,NA,NA,NA,NA,7,57.42857143,402
15.psoloF,15.psoloF.s,15.psoloF.s.s.p.1,15,s,psoloF,s,1,p.1,p,NA,P.airoides,NA,4.4,46.104,18,20.925,9.775,16.23333333,0.344863127,170,NA,NA,NA,NA,NA,NA,NA,4,96.75,387
15.psoloI,15.psoloI.o,15.psoloI.o.s.p.1,15,o,psoloI,s,1,p.1,p,NA,P.airoides,NA,11.1,7.282,15.275,18,6.6,13.29166667,0.430998042,25,NA,NA,NA,NA,NA,NA,NA,3,48.66666667,146
15.psoloJ,15.psoloJ.s,15.psoloJ.s.s.p.1,15,s,psoloJ,s,1,p.1,p,NA,P.airoides,NA,2.7,44.412,15.275,18,6.6,13.29166667,0.430998042,20,NA,NA,NA,NA,NA,NA,NA,2,22.5,45
15.vch,15.vch.s,15.vch.s.h.v.1,15,s,vch,h,6,v.1,v,c,V.rosea,P.airoides,14.01535682,60.49778935,18.025,19.725,8.275,15.34166667,0.376567046,53,60,56,58,1.094339623,58,c.2,24,34,4,121
15.vch,15.vch.s,15.vch.s.h.v.2,15,s,vch,h,6,v.2,v,c,V.rosea,P.airoides,14.01535682,60.49778935,18.025,19.725,8.275,15.34166667,0.376567046,50,42,26,34,0.68,41,c.2,16,14,3,36
15.vch,15.vch.s,15.vch.s.h.v.3,15,s,vch,h,6,v.3,v,c,V.rosea,A.calendula,14.01535682,60.49778935,18.025,19.725,8.275,15.34166667,0.376567046,35,25,12,18.5,0.528571429,33,c.1,39,30,3,75
15.vch,15.vch.s,15.vch.s.h.c.1,15,s,vch,h,6,c.1,c,v,V.rosea,A.calendula,14.01535682,60.49778935,15.05,17.5,9.75,14.1,0.275510084,132,60,10,35,0.265151515,52,v.3,39,0,NA,NA
15.vch,15.vch.s,15.vch.s.h.c.2,15,s,vch,h,6,c.2,c,v,V.rosea,A.calendula,14.01535682,60.49778935,15.05,17.5,9.75,14.1,0.275510084,135,42,0,21,0.155555556,60,v.2,16,3,17,50
15.vch,15.vch.s,15.vch.s.h.c.3,15,s,vch,h,6,c.3,c,v,V.rosea,A.calendula,14.01535682,60.49778935,15.05,17.5,9.75,14.1,0.275510084,106,64,14,39,0.367924528,81,v.2,28,0,NA,NA
15.vch2,15.vch2.o,15.vch2.o.h.v.1,15,o,vch2,h,6,v.1,v,c,V.rosea,H.glutinosum,10.12859031,0,NA,18.275,NA,18.275,0,71,63,34,48.5,0.683098592,72,v.2,65,35,3,107
15.vch2,15.vch2.o,15.vch2.o.h.v.2,15,o,vch2,h,6,v.2,v,c,V.rosea,H.glutinosum,10.12859031,0,NA,18.275,NA,18.275,0,39,51,30,40.5,1.038461538,50,c.3,40,40,2,88
15.vch2,15.vch2.o,15.vch2.o.h.v.3,15,o,vch2,h,6,v.3,v,c,V.rosea,A.calendula,10.12859031,0,NA,18.275,NA,18.275,0,10,14,12,13,1.3,14,c.3,16,NA,NA,NA
15.vch2,15.vch2.o,15.vch2.o.h.c.1,15,o,vch2,h,6,c.1,c,v,V.rosea,A.calendula,10.12859031,0,15.05,16.65,9.15,13.61666667,0.277069139,83,131,125,128,1.542168675,131,c.2,62,14,28,393
15.vch2,15.vch2.o,15.vch2.o.h.c.2,15,o,vch2,h,6,c.2,c,v,V.rosea,A.calendula,10.12859031,0,15.05,16.65,9.15,13.61666667,0.277069139,97,47,42,44.5,0.458762887,68,c.1,62,4,28,112
15.vch2,15.vch2.o,15.vch2.o.h.c.3,15,o,vch2,h,6,c.3,c,v,V.rosea,A.calendula,10.12859031,0,15.05,16.65,9.15,13.61666667,0.277069139,37,25,10,17.5,0.472972973,26,v.3,16,3,32,97
15.vcl,15.vcl.s,15.vcl.s.l.v.1,15,s,vcl,l,2,v.1,v,c,V.rosea,A.calendula,10.12859031,66.83216299,22.9,23.425,10,18.775,0.363105372,43,56,9,32.5,0.755813953,45,c.1,23,12,4,45
15.vcl,15.vcl.s,15.vcl.s.l.c.1,15,s,vcl,l,2,c.1,c,v,V.rosea,A.calendula,10.12859031,66.83216299,14.675,16.65,9.375,13.56666667,0.269155573,111,94,33,63.5,0.572072072,111,v.1,23,6,32,190
15.vcl3,15.vcl3.o,15.vcl3.o.l.v.1,15,o,vcl3,l,2,v.1,v,c,V.rosea,P.airoides,1.869510665,0,NA,NA,NA,NA,NA,32,24,18,21,0.65625,27,c.1,80,20,3,60
15.vcl3,15.vcl3.o,15.vcl3.o.l.c.1,15,o,vcl3,l,2,c.1,c,v,V.rosea,P.airoides,1.869510665,0,17.15,19.225,7.35,14.575,0.410555732,46,42,17,29.5,0.641304348,42,v.1,80,1,57,57
15.vcl4,15.vcl4.o,15.vcl4.o.l.v.1,15,o,vcl4,l,2,v.1,v,c,V.rosea,P.airoides,1.869510665,2.706207718,17.15,19.225,7.35,14.575,0.410555732,27,18,7,12.5,0.462962963,28,c.1,33,6,4,21
15.vcl4,15.vcl4.o,15.vcl4.o.l.c.1,15,o,vcl4,l,2,c.1,c,v,V.rosea,P.airoides,1.869510665,2.706207718,13.825,16.9,8.9,13.20833333,0.303138872,52,18,3,10.5,0.201923077,49,v.1,33,1,17,17
15.vcm,15.vcm.s,15.vcm.s.m.v.1,15,s,vcm,m,4,v.1,v,c,V.rosea,A.calendula,10.12859031,71.22863946,13.825,16.9,8.9,13.20833333,0.303138872,46,35,13,24,0.52173913,47,v.2,58,8,3,26
15.vcm,15.vcm.s,15.vcm.s.m.v.2,15,s,vcm,m,4,v.2,v,c,V.rosea,A.calendula,10.12859031,71.22863946,19.1,19,9,15.7,0.324549222,69,62,52,57,0.826086957,68,c.1,34,40,3,138
15.vcm,15.vcm.s,15.vcm.s.m.c.1,15,s,vcm,m,4,c.1,c,v,V.rosea,A.calendula,10.12859031,71.22863946,19.1,19,9,15.7,0.324549222,114,109,45,77,0.675438596,159,3v.2,34,8,38,307
15.vcm,15.vcm.s,15.vcm.s.m.c.2,15,s,vcm,m,4,c.2,c,v,V.rosea,A.calendula,10.12859031,71.22863946,15.55,16.65,6.575,12.925,0.394133508,154,100,22,61,0.396103896,129,c.1,67,4,19,76
15.vcm2,15.vcm2.s,15.vcm2.s.m.v.1,15,s,vcm2,m,4,v.1,v,c,V.rosea,A.calendula,14.01535682,61.95318422,15.55,16.65,6.575,12.925,0.394133508,56,58,49,53.5,0.955357143,58,v.2,64,29,4,102
15.vcm2,15.vcm2.s,15.vcm2.s.m.v.2,15,s,vcm2,m,4,v.2,v,c,V.rosea,A.calendula,14.01535682,61.95318422,15.55,16.65,6.575,12.925,0.394133508,73,77,67,72,0.98630137,80,c.2,46,77,3,262
15.vcm2,15.vcm2.s,15.vcm2.s.m.c.1,15,s,vcm2,m,4,c.1,c,v,V.rosea,A.calendula,14.01535682,61.95318422,14.3,17.775,6.225,12.76666667,0.45367664,150,70,30,50,0.333333333,98,c.2,39,3,19,57
15.vcm2,15.vcm2.s,15.vcm2.s.m.c.2,15,s,vcm2,m,4,c.2,c,v,V.rosea,A.calendula,14.01535682,61.95318422,14.3,17.775,6.225,12.76666667,0.45367664,128,98,11,54.5,0.42578125,109,c.1,39,4,28,110
15.vcm3,15.vcm3.o,15.vcm3.o.m.v.1,15,o,vcm3,m,4,v.1,v,c,V.rosea,A.calendula,1.869510665,0,14.3,17.775,6.225,12.76666667,0.45367664,35,28,9,18.5,0.528571429,28,c.1,52,6,3,18
15.vcm3,15.vcm3.o,15.vcm3.o.m.v.2,15,o,vcm3,m,4,v.2,v,c,V.rosea,A.calendula,1.869510665,0,15.65,18.2,8.425,14.09166667,0.348302224,38,15,6,10.5,0.276315789,37,c.1,43,4,3,12
15.vcm3,15.vcm3.o,15.vcm3.o.m.c.1,15,o,vcm3,m,4,c.1,c,v,V.rosea,A.calendula,1.869510665,0,15.05,16.75,6.35,12.71666667,0.412328483,59,90,18,54,0.915254237,90,v.2,43,3,28,85
15.vcm3,15.vcm3.o,15.vcm3.o.m.c.2,15,o,vcm3,m,4,c.2,c,v,V.rosea,A.calendula,1.869510665,0,14.075,16.65,6.35,12.35833333,0.418647686,83,102,30,66,0.795180723,106,v.2,78,7,28,198
15.vhh,15.vhh.o,15.vhh.o.h.v.1,15,o,vhh,h,6,v.1,v,h,V.rosea,H.glutinosum,8.501897745,0,14.075,16.65,6.35,12.35833333,0.418647686,13,13,7,10,0.769230769,14,h.2,18,3,1,3
15.vhh,15.vhh.o,15.vhh.o.h.v.2,15,o,vhh,h,6,v.2,v,h,V.rosea,H.glutinosum,8.501897745,0,12.5,13.1,5.975,10.525,0.342786975,26,17,5,11,0.423076923,26,h.3,13,13,2,20
15.vhh,15.vhh.o,15.vhh.o.h.v.3,15,o,vhh,h,6,v.3,v,h,V.rosea,H.glutinosum,8.501897745,0,12.5,13.1,5.975,10.525,0.342786975,27,9,7,8,0.296296296,26,h.3,22,6,2,10
15.vhh,15.vhh.o,15.vhh.o.h.h.1,15,o,vhh,h,6,h.1,h,v,V.rosea,H.glutinosum,8.501897745,0,13.825,15.775,6.95,12.18333333,0.364257966,41,21,6,13.5,0.329268293,11,v.1,28,3,5,15
15.vhh,15.vhh.o,15.vhh.o.h.h.2,15,o,vhh,h,6,h.2,h,v,V.rosea,H.glutinosum,8.501897745,0,13.825,15.775,6.95,12.18333333,0.364257966,91,15,8,11.5,0.126373626,10,v.1,18,2,5,10
15.vhh,15.vhh.o,15.vhh.o.h.h.3,15,o,vhh,h,6,h.3,h,v,V.rosea,H.glutinosum,8.501897745,0,13.825,15.775,6.95,12.18333333,0.364257966,35,17,5,11,0.314285714,11,v.2,13,2,3,5
15.vhh2a,15.vhh2a.s,15.vhh2a.s.h.v.1,15,s,vhh2a,h,6,v.1,v,h,V.rosea,H.glutinosum,7.637659033,52.25146156,12.85,14.675,6.35,11.29166667,0.370781205,22,31,12,21.5,0.977272727,31,h.1,26,16,3,53
15.vhh2a,15.vhh2a.s,15.vhh2a.s.h.v.2,15,s,vhh2a,h,6,v.2,v,h,V.rosea,H.glutinosum,7.637659033,52.25146156,12.85,14.675,6.35,11.29166667,0.370781205,37,31,30,30.5,0.824324324,38,v.3,15,12,3,36
15.vhh2a,15.vhh2a.s,15.vhh2a.s.h.v.3,15,s,vhh2a,h,6,v.3,v,h,V.rosea,H.glutinosum,7.637659033,52.25146156,12.85,14.675,6.35,11.29166667,0.370781205,37,34,29,31.5,0.851351351,44,v.2,15,16,4,56
15.vhh2a,15.vhh2a.s,15.vhh2a.s.h.h.1,15,s,vhh2a,h,6,h.1,h,v,V.rosea,H.glutinosum,7.637659033,52.25146156,13.8,15.175,5.475,11.48333333,0.426347518,57,34,4,19,0.333333333,10,v.1,26,3,0,1
15.vhh2a,15.vhh2a.s,15.vhh2a.s.h.h.2,15,s,vhh2a,h,6,h.2,h,v,V.rosea,H.glutinosum,7.637659033,52.25146156,12.725,14.425,5.975,11.04166667,0.385164052,65,12,5,8.5,0.130769231,7,v.1,35,4,1,3
15.vhh2a,15.vhh2a.s,15.vhh2a.s.h.h.3,15,s,vhh2a,h,6,h.3,h,v,V.rosea,H.glutinosum,7.637659033,52.25146156,14.05,16.65,7.075,12.59166667,0.381678926,15,6,2,4,0.266666667,7,v.2,26,NA,NA,NA
15.vhh2b,15.vhh2b.s,15.vhh2b.s.h.v.1,15,s,vhh2b,h,6,v.1,v,h,V.rosea,H.glutinosum,5.29498837,48.81656729,14.05,16.65,7.075,12.59166667,0.381678926,28,37,26,31.5,1.125,34,v.2,9,13,1,13
15.vhh2b,15.vhh2b.s,15.vhh2b.s.h.v.2,15,s,vhh2b,h,6,v.2,v,h,V.rosea,H.glutinosum,5.29498837,48.81656729,12.725,14.775,5.975,11.15833333,0.396401653,42,26,25,25.5,0.607142857,35,v.1,9,16,3,48
15.vhh2b,15.vhh2b.s,15.vhh2b.s.h.v.3,15,s,vhh2b,h,6,v.3,v,h,V.rosea,H.glutinosum,5.29498837,48.81656729,12.725,14.775,5.975,11.15833333,0.396401653,40,28,7,17.5,0.4375,36,h.3,16,10,2,18
15.vhh2b,15.vhh2b.s,15.vhh2b.s.h.h.1,15,s,vhh2b,h,6,h.1,h,v,V.rosea,H.glutinosum,5.29498837,48.81656729,15.675,17.25,6.225,13.05,0.426386175,60,14,3,8.5,0.141666667,5,v.1,46,1,NA,3
15.vhh2b,15.vhh2b.s,15.vhh2b.s.h.h.2,15,s,vhh2b,h,6,h.2,h,v,V.rosea,H.glutinosum,5.29498837,48.81656729,15.675,17.25,6.225,13.05,0.426386175,36,13,8,10.5,0.291666667,7,h.3,32,1,NA,3
15.vhh2b,15.vhh2b.s,15.vhh2b.s.h.h.3,15,s,vhh2b,h,6,h.3,h,v,V.rosea,H.glutinosum,5.29498837,48.81656729,15.675,17.25,6.225,13.05,0.426386175,68,12,5,8.5,0.125,8,v.3,16,1,2,2
15.vhl,15.vhl.o,15.vhl.o.l.v.1,15,o,vhl,l,2,v.1,v,h,V.rosea,H.glutinosum,8.501897745,0,17.65,17.65,5.225,13.50833333,0.468340555,36,39,11,25,0.694444444,39,h.1,75,18,2,44
15.vhl,15.vhl.o,15.vhl.o.l.h.1,15,o,vhl,l,2,h.1,h,v,V.rosea,H.glutinosum,8.501897745,0,17.65,17.65,5.225,13.50833333,0.468340555,60,9,8,8.5,0.141666667,12,v.1,75,1,1,1
15.vhl2,15.vhl2.s,15.vhl2.s.l.v.1,15,s,vhl2,l,2,v.1,v,h,V.rosea,H.glutinosum,7.637659033,51.19790612,17.65,17.65,5.225,13.50833333,0.468340555,49,43,29,36,0.734693878,52,h.1,50,32,4,121
15.vhl2,15.vhl2.s,15.vhl2.s.l.h.1,15,s,vhl2,l,2,h.1,h,v,V.rosea,H.glutinosum,7.637659033,51.19790612,16.05,17.9,7.95,13.96666667,0.358798489,73,43,4,23.5,0.321917808,10,v.1,50,3,3,7
15.vhm,15.vhm.o,15.vhm.o.m.v.1,15,o,vhm,m,4,v.1,v,h,V.rosea,H.glutinosum,8.501897745,1.356953849,16.05,17.9,7.95,13.96666667,0.358798489,23,30,23,26.5,1.152173913,32,h.1,22,10,2,20
15.vhm,15.vhm.o,15.vhm.o.m.v.2,15,o,vhm,m,4,v.2,v,h,V.rosea,H.glutinosum,8.501897745,1.356953849,16.05,17.9,7.95,13.96666667,0.358798489,68,79,54,66.5,0.977941176,79,h.1,24,73,4,260
15.vhm,15.vhm.o,15.vhm.o.m.h.1,15,o,vhm,m,4,h.1,h,v,V.rosea,H.glutinosum,8.501897745,1.356953849,17.4,18.4,5.975,13.925,0.451918776,47,14,11,12.5,0.265957447,6,h.2,20,2,0,0
15.vhm,15.vhm.o,15.vhm.o.m.h.2,15,o,vhm,m,4,h.2,h,v,V.rosea,H.glutinosum,8.501897745,1.356953849,14.55,16.4,7.075,12.675,0.370320506,11,3,2,2.5,0.227272727,3,h.1,20,NA,NA,NA
15.vhm2,15.vhm2.s,15.vhm2.s.m.v.1,15,s,vhm2,m,4,v.1,v,h,V.rosea,H.glutinosum,5.29498837,48.16168554,14.8,17.775,6.475,13.01666667,0.43585697,49,37,32,34.5,0.704081633,51,h.2,66,15,3,47
15.vhm2,15.vhm2.s,15.vhm2.s.m.v.2,15,s,vhm2,m,4,v.2,v,h,V.rosea,H.glutinosum,5.29498837,48.16168554,14.8,17.775,6.475,13.01666667,0.43585697,33,47,26,36.5,1.106060606,44,h.2,14,12,3,41
15.vhm2,15.vhm2.s,15.vhm2.s.m.h.1,15,s,vhm2,m,4,h.1,h,v,V.rosea,H.glutinosum,5.29498837,48.16168554,15.475,17.625,7.1,13.4,0.395259757,35,11,4,7.5,0.214285714,5,h.2,36,1,2,2
15.vhm2,15.vhm2.s,15.vhm2.s.m.h.2,15,s,vhm2,m,4,h.2,h,v,V.rosea,H.glutinosum,5.29498837,48.16168554,15.475,17.625,7.1,13.4,0.395259757,49,12,6,9,0.183673469,8,v.2,14,1,4,4
15.vph,15.vph.o,15.vph.o.h.v.1,15,o,vph,h,6,v.1,v,p,V.rosea,P.airoides,9.380053908,1.205478297,14.65,14.8,5.975,11.80833333,0.38007939,19,19,14,16.5,0.868421053,21,p.1,19,4,2,7
15.vph,15.vph.o,15.vph.o.h.v.2,15,o,vph,h,6,v.2,v,p,V.rosea,P.airoides,9.380053908,1.205478297,14.65,14.8,5.975,11.80833333,0.38007939,23,26,12,19,0.826086957,28,p.3,44,12,2,23
15.vph,15.vph.o,15.vph.o.h.v.3,15,o,vph,h,6,v.3,v,p,V.rosea,P.airoides,9.380053908,1.205478297,14.425,18.25,5.475,12.71666667,0.503788381,17,12,8,10,0.588235294,17,v.2,47,10,3,25
15.vph,15.vph.o,15.vph.o.h.p.1,15,o,vph,h,6,p.1,p,v,V.rosea,P.airoides,9.380053908,1.205478297,14.425,18.25,5.475,12.71666667,0.503788381,29,16,3,9.5,0.327586207,16,p.2,8,2,63,126
15.vph,15.vph.o,15.vph.o.h.p.2,15,o,vph,h,6,p.2,p,v,V.rosea,P.airoides,9.380053908,1.205478297,14.425,18.25,5.475,12.71666667,0.503788381,51,27,18,22.5,0.441176471,12,p.1,8,3,98,294
15.vph,15.vph.o,15.vph.o.h.p.3,15,o,vph,h,6,p.3,p,v,V.rosea,P.airoides,9.380053908,1.205478297,16.025,17.275,7.7,13.66666667,0.353828982,36,13,3,8,0.222222222,12,v.1,37,2,31,62
15.vph2,15.vph2.s,15.vph2.s.h.v.1,15,s,vph2,h,6,v.1,v,p,V.rosea,P.airoides,11.7559839,54.53653465,16.025,17.275,7.7,13.66666667,0.353828982,27,40,29,34.5,1.277777778,40,p.3,48,9,4,39
15.vph2,15.vph2.s,15.vph2.s.h.v.2,15,s,vph2,h,6,v.2,v,p,V.rosea,P.airoides,11.7559839,54.53653465,16.025,17.275,7.7,13.66666667,0.353828982,42,72,41,56.5,1.345238095,73,v.3,12,29,3,92
15.vph2,15.vph2.s,15.vph2.s.h.v.3,15,s,vph2,h,6,v.3,v,p,V.rosea,P.airoides,11.7559839,54.53653465,14.3,16.175,8.325,12.93333333,0.305008605,48,43,24,33.5,0.697916667,51,v.2,12,3,2,6
15.vph2,15.vph2.s,15.vph2.s.h.p.1,15,s,vph2,h,6,p.1,p,v,V.rosea,P.airoides,11.7559839,54.53653465,14.425,18.025,6.975,13.14166667,0.421362572,91,57,12,34.5,0.379120879,40,p.2,20,4,118,470
15.vph2,15.vph2.s,15.vph2.s.h.p.2,15,s,vph2,h,6,p.2,p,v,V.rosea,P.airoides,11.7559839,54.53653465,9.875,12.85,4.725,9.15,0.444577864,80,52,28,40,0.5,37,p.1,20,5,134,668
15.vph2,15.vph2.s,15.vph2.s.h.p.3,15,s,vph2,h,6,p.3,p,v,V.rosea,P.airoides,11.7559839,54.53653465,9.625,14.325,4.375,9.441666667,0.526949496,74,54,14,34,0.459459459,29,v.2,20,3,115,344
15.vpl2,15.vpl2.o,15.vpl2.o.l.v.1,15,o,vpl2,l,2,v.1,v,p,V.rosea,P.airoides,11.7559839,11.15650514,9.625,14.325,4.375,9.441666667,0.526949496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.vpl2,15.vpl2.o,15.vpl2.o.l.p.1,15,o,vpl2,l,2,p.1,p,v,V.rosea,P.airoides,11.7559839,11.15650514,15.275,17.875,6.725,13.29166667,0.421641786,36,24,14,19,0.527777778,17,v.1,69,1,NA,NA
15.vpm,15.vpm.o,15.vpm.o.m.v.1,15,o,vpm,m,4,v.1,v,p,V.rosea,P.airoides,14.01535682,3.332206559,15.275,17.875,6.725,13.29166667,0.421641786,40,23,10,16.5,0.4125,30,p.1,37,18,2,43
15.vpm,15.vpm.o,15.vpm.o.m.v.2,15,o,vpm,m,4,v.2,v,p,V.rosea,P.airoides,14.01535682,3.332206559,14.8,18.75,6.6,13.38333333,0.454950149,10,8,0,4,0.4,12,v.1,52,1,1,1
15.vpm,15.vpm.o,15.vpm.o.m.p.1,15,o,vpm,m,4,p.1,p,v,V.rosea,P.airoides,14.01535682,3.332206559,14.8,18.75,6.6,13.38333333,0.454950149,56,21,11,16,0.285714286,11,v.1,37,4,78,312
15.vpm,15.vpm.o,15.vpm.o.m.p.2,15,o,vpm,m,4,p.2,p,v,V.rosea,P.airoides,14.01535682,3.332206559,14.8,18.75,6.6,13.38333333,0.454950149,29,16,0,8,0.275862069,14,v.1,99,0,NA,NA
15.vpm2,15.vpm2.s,15.vpm2.s.m.v.1,15,s,vpm2,m,4,v.1,v,p,V.rosea,P.airoides,14.01535682,50.37787415,14.55,18.625,7.225,13.46666667,0.423903905,35,24,7,15.5,0.442857143,29,p.1,28,5,2,12
15.vpm2,15.vpm2.s,15.vpm2.s.m.v.2,15,s,vpm2,m,4,v.2,v,p,V.rosea,P.airoides,14.01535682,50.37787415,14.55,18.625,7.225,13.46666667,0.423903905,45,27,14,20.5,0.455555556,42,v.1,40,7,3,21
15.vpm2,15.vpm2.s,15.vpm2.s.m.p.1,15,s,vpm2,m,4,p.1,p,v,V.rosea,P.airoides,14.01535682,50.37787415,14.55,18.625,7.225,13.46666667,0.423903905,53,24,4,14,0.264150943,22,p.2,18,1,46,46
15.vpm2,15.vpm2.s,15.vpm2.s.m.p.2,15,s,vpm2,m,4,p.2,p,v,V.rosea,P.airoides,14.01535682,50.37787415,14.3,17.375,6.975,12.88333333,0.404868551,96,33,5,19,0.197916667,17,p.1,18,1,52,52
15.vpm3,15.vpm3.o,15.vpm3.o.m.v.1,15,o,vpm3,m,4,v.1,v,p,V.rosea,P.airoides,9.380053908,5.278991705,17.4,19.725,7.95,15.025,0.394494847,21,17,10,13.5,0.642857143,21,p.1,53,10,3,27
15.vpm3,15.vpm3.o,15.vpm3.o.m.v.2,15,o,vpm3,m,4,v.2,v,p,V.rosea,P.airoides,9.380053908,5.278991705,17.4,19.725,7.95,15.025,0.394494847,22,16,15,15.5,0.704545455,20,p.2,25,4,3,12
15.vpm3,15.vpm3.s,15.vpm3.s.m.v.1,15,s,vpm3,m,4,v.1,v,p,V.rosea,P.airoides,11.7559839,50.34109956,13.825,18.025,6.975,12.94166667,0.427370095,53,67,34,50.5,0.952830189,64,NA,NA,37,3,123
15.vpm3,15.vpm3.s,15.vpm3.s.m.v.2,15,s,vpm3,m,4,v.2,v,p,V.rosea,P.airoides,11.7559839,50.34109956,13.825,18.025,6.975,12.94166667,0.427370095,31,75,20,47.5,1.532258065,78,NA,NA,36,4,133
15.vpm3,15.vpm3.o,15.vpm3.o.m.p.1,15,o,vpm3,m,4,p.1,p,v,V.rosea,P.airoides,9.380053908,5.278991705,14.45,17.525,6.6,12.85833333,0.426321981,33,12,9,10.5,0.318181818,10,v.2,30,3,59,176
15.vpm3,15.vpm3.o,15.vpm3.o.m.p.2,15,o,vpm3,m,4,p.2,p,v,V.rosea,P.airoides,9.380053908,5.278991705,14.45,17.525,6.6,12.85833333,0.426321981,32,19,4,11.5,0.359375,12,v.2,25,2,62,124
15.vpm3,15.vpm3.s,15.vpm3.s.m.p.1,15,s,vpm3,m,4,p.1,p,v,V.rosea,P.airoides,11.7559839,50.34109956,15.525,19.225,7.6,14.11666667,0.412753289,54,57,30,43.5,0.805555556,28,NA,NA,11,121,1331
15.vpm3,15.vpm3.s,15.vpm3.s.m.p.2,15,s,vpm3,m,4,p.2,p,v,V.rosea,P.airoides,11.7559839,50.34109956,15.525,19.225,7.6,14.11666667,0.412753289,62,61,56,58.5,0.943548387,25,NA,NA,11,128,1408
15.vsolo,15.vsolo.s,15.vsolo.s.s.v.1,15,s,vsolo,s,1,v.1,v,NA,V.rosea,NA,14.01535682,64.84845002,16.275,19.825,7.7,14.6,0.416558361,37,56,41,48.5,1.310810811,56,NA,NA,51,3,143
15.vsoloD,15.vsoloD.s,15.vsoloD.s.s.v.1,15,s,vsoloD,s,1,v.1,v,NA,V.rosea,NA,9.1,45.177,16.275,19.825,7.7,14.6,0.416558361,70,NA,NA,NA,NA,NA,NA,NA,11,2.727272727,30
15.vsoloF,15.vsoloF.s,15.vsoloF.s.s.v.1,15,s,vsoloF,s,1,v.1,v,NA,V.rosea,NA,4.4,46.104,16.275,19.825,7.7,14.6,0.416558361,60,NA,NA,NA,NA,NA,NA,NA,16,2.875,46
15.vsoloG,15.vsoloG.s,15.vsoloG.s.s.v.1,15,s,vsoloG,s,1,v.1,v,NA,V.rosea,NA,8.4,91.049,13.575,16.4,8.175,12.71666667,0.323980941,40,NA,NA,NA,NA,NA,NA,NA,1,4,4
15.vsoloi,15.vsoloi.s,NA,15,s,vsoloi,NA,,v.1,v,NA,V.rosea,NA,11.1,7.282,14.9,18.5,7.475,13.625,0.405487982,42,40,38,39,0.928571429,40,NA,NA,NA,NA,NA
15.vsoloI,15.vsoloI.o,15.vsoloI.o.s.v.1,15,o,vsoloI,s,1,v.1,v,NA,V.rosea,NA,11.1,7.282,12.8,19.35,8.65,13.6,0.393748684,40,NA,NA,NA,NA,NA,NA,NA,16,2.5625,41
