"site","plot","treatment","species","index","colour","seed.count","flower.collect","flower.head","flower.herbivory","flower.total","flower.mult","standard.seed","total.seed","total.seed.int"
"Bendering","B.Waac.M1","M","Waitzia.acuminata",1,"B",40,1,77,0,77,77,40,3080,3080
"Bendering","B.Waac.M2","M","Waitzia.acuminata",2,"R",39,1,41,0,41,41,39,1599,1599
"Bendering","B.Waac.M2","M","Waitzia.acuminata",2,"G",NA,NA,NA,0,NA,NA,NA,NA,NA
"Bendering","B.Waac.M2","M","Waitzia.acuminata",2,"B",20,1,31,0,31,31,20,620,620
"Bendering","B.Waac.M3","M","Waitzia.acuminata",3,"R",39,1,89,0,89,89,39,3471,3471
"Bendering","B.Waac.M3","M","Waitzia.acuminata",3,"G",40,1,15,0,15,15,40,600,600
"Bendering","B.Waac.M3","M","Waitzia.acuminata",3,"B",26,1,196,0,196,196,26,5096,5096
"Bendering","B.Waac.M4","M","Waitzia.acuminata",4,"R",25,1,77,0,77,77,25,1925,1925
"Bendering","B.Waac.M4","M","Waitzia.acuminata",4,"G",33,1,31,0,31,31,33,1023,1023
"Bendering","B.Waac.M4","M","Waitzia.acuminata",4,"B",38,1,112,0,112,112,38,4256,4256
"Bendering","B.Waac.M5","M","Waitzia.acuminata",5,"R",36,1,92,0,92,92,36,3312,3312
"Bendering","B.Waac.M5","M","Waitzia.acuminata",5,"G",32,1,88,0,88,88,32,2816,2816
"Bendering","B.Waac.M5","M","Waitzia.acuminata",5,"B",NA,NA,NA,0,NA,NA,NA,NA,NA
"Bendering","B.Waac.N1","N","Waitzia.acuminata",1,"R",NA,NA,6,0,6,6,NA,NA,NA
"Bendering","B.Waac.N1","N","Waitzia.acuminata",1,"G",10,1,8,0,8,8,10,80,80
"Bendering","B.Waac.N1","N","Waitzia.acuminata",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bendering","B.Waac.N2","N","Waitzia.acuminata",2,"R",NA,NA,30,0,30,30,NA,NA,NA
"Bendering","B.Waac.N2","N","Waitzia.acuminata",2,"G",NA,NA,50,0,50,50,NA,NA,NA
"Bendering","B.Waac.N2","N","Waitzia.acuminata",2,"B",30,1,5,0,5,5,30,150,150
"Bendering","B.Waac.N3","N","Waitzia.acuminata",3,"R",39,1,40,0,40,40,39,1560,1560
"Bendering","B.Waac.N3","N","Waitzia.acuminata",3,"G",44,1,61,0,61,61,44,2684,2684
"Bendering","B.Waac.N3","N","Waitzia.acuminata",3,"B",48,1,10,0,10,10,48,480,480
"Bendering","B.Waac.N4","N","Waitzia.acuminata",4,"R",NA,NA,30,0,30,30,NA,NA,NA
"Bendering","B.Waac.N4","N","Waitzia.acuminata",4,"G",30,1,50,0,50,50,30,1500,1500
"Bendering","B.Waac.N4","N","Waitzia.acuminata",4,"B",37,1,30,0,30,30,37,1110,1110
"Bendering","B.Waac.N5","N","Waitzia.acuminata",5,"R",50,1,15,0,15,15,50,750,750
"Bendering","B.Waac.N5","N","Waitzia.acuminata",5,"G",44,1,30,0,30,30,44,1320,1320
"Bendering","B.Waac.N5","N","Waitzia.acuminata",5,"B",29,1,30,0,30,30,29,870,870
"Bendering","B.Waac.N6","N","Waitzia.acuminata",6,"R",32,1,60,0,60,60,32,1920,1920
"Bendering","B.Waac.N6","N","Waitzia.acuminata",6,"G",35,1,10,0,10,10,35,350,350
"Bendering","B.Waac.N6","N","Waitzia.acuminata",6,"B",36,1,30,0,30,30,36,1080,1080
"Bendering","B.Waac.N7","N","Waitzia.acuminata",7,"R",40,1,10,0,10,10,40,400,400
"Bendering","B.Waac.N7","N","Waitzia.acuminata",7,"G",59,1,25,0,25,25,59,1475,1475
"Bendering","B.Waac.N7","N","Waitzia.acuminata",7,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bendering","B.Waac.N8","N","Waitzia.acuminata",8,"R",29,1,15,0,15,15,29,435,435
"Bendering","B.Waac.N8","N","Waitzia.acuminata",8,"G",35,1,30,0,30,30,35,1050,1050
"Bendering","B.Waac.N8","N","Waitzia.acuminata",8,"B",9,1,3,0,3,3,9,27,27
"Bendering","B.Waac.N9","N","Waitzia.acuminata",9,"R",49,1,100,0,100,100,49,4900,4900
"Bendering","B.Waac.N9","N","Waitzia.acuminata",9,"G",40,1,5,0,5,5,40,200,200
"Bendering","B.Waac.N9","N","Waitzia.acuminata",9,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bendering","B.Waac.N10","N","Waitzia.acuminata",10,"R",51,1,30,0,30,30,51,1530,1530
"Bendering","B.Waac.N10","N","Waitzia.acuminata",10,"G",46,1,20,0,20,20,46,920,920
"Bendering","B.Waac.N10","N","Waitzia.acuminata",10,"B",35,1,5,0,5,5,35,175,175
"Bendering","B.Waac.N11","N","Waitzia.acuminata",11,"R",37,1,15,0,15,15,37,555,555
"Bendering","B.Waac.N11","N","Waitzia.acuminata",11,"G",54,1,25,0,25,25,54,1350,1350
"Bendering","B.Waac.N11","N","Waitzia.acuminata",11,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bendering","B.Waac.N12","N","Waitzia.acuminata",12,"R",35,1,20,0,20,20,35,700,700
"Bendering","B.Waac.N12","N","Waitzia.acuminata",12,"G",45,1,30,0,30,30,45,1350,1350
"Bendering","B.Waac.N12","N","Waitzia.acuminata",12,"B",36,1,5,0,5,5,36,180,180
"Bendering","B.Waac.N13","N","Waitzia.acuminata",13,"R",51,1,57,0,57,57,51,2907,2907
"Bendering","B.Waac.N13","N","Waitzia.acuminata",13,"G",46,1,29,0,29,29,46,1334,1334
"Bendering","B.Waac.N13","N","Waitzia.acuminata",13,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bendering","B.Waac.N14","N","Waitzia.acuminata",14,"R",56,1,10,0,10,10,56,560,560
"Bendering","B.Waac.N14","N","Waitzia.acuminata",14,"G",49,1,20,0,20,20,49,980,980
"Bendering","B.Waac.N14","N","Waitzia.acuminata",14,"B",46,1,20,0,20,20,46,920,920
"Bendering","B.Waac.N15","N","Waitzia.acuminata",15,"R",38,1,62,0,62,62,38,2356,2356
"Bendering","B.Waac.N15","N","Waitzia.acuminata",15,"G",34,1,30,0,30,30,34,1020,1020
"Bendering","B.Waac.N15","N","Waitzia.acuminata",15,"B",21,1,27,0,27,27,21,567,567
"Kunjin","K.Hygl.E1","E","Hypochaeris.glabra",1,"R",40,1,20,1,21,21,40,840,840
"Kunjin","K.Hygl.E1","E","Hypochaeris.glabra",1,"G",30,1,16,0,16,16,30,480,480
"Kunjin","K.Hygl.E1","E","Hypochaeris.glabra",1,"B",51,1,10,0,10,10,51,510,510
"Kunjin","K.Hygl.E2","E","Hypochaeris.glabra",2,"R",33,1,6,0,6,6,33,198,198
"Kunjin","K.Hygl.E2","E","Hypochaeris.glabra",2,"G",31,1,11,1,12,12,31,372,372
"Kunjin","K.Hygl.E2","E","Hypochaeris.glabra",2,"B",70,1,9,0,9,9,70,630,630
"Kunjin","K.Hygl.E3","E","Hypochaeris.glabra",3,"R",87,2,8,0,8,8,43.5,348,348
"Kunjin","K.Hygl.E3","E","Hypochaeris.glabra",3,"G",160,2,12,0,12,12,80,960,960
"Kunjin","K.Hygl.E3","E","Hypochaeris.glabra",3,"B",41,1,4,0,4,4,41,164,164
"Kunjin","K.Hygl.E4","E","Hypochaeris.glabra",4,"R",15,1,4,0,4,4,15,60,60
"Kunjin","K.Hygl.E4","E","Hypochaeris.glabra",4,"G",30,1,2,0,2,2,30,60,60
"Kunjin","K.Hygl.E4","E","Hypochaeris.glabra",4,"B",31,1,3,0,3,3,31,93,93
"Kunjin","K.Hygl.E5","E","Hypochaeris.glabra",5,"R",12,1,3,0,3,3,12,36,36
"Kunjin","K.Hygl.E5","E","Hypochaeris.glabra",5,"G",12,1,2,0,2,2,12,24,24
"Kunjin","K.Hygl.E5","E","Hypochaeris.glabra",5,"B",9,1,1,0,1,1,9,9,9
"Kunjin","K.Hygl.E6","E","Hypochaeris.glabra",6,"R",26,1,4,0,4,4,26,104,104
"Kunjin","K.Hygl.E6","E","Hypochaeris.glabra",6,"G",11,1,2,1,3,3,11,33,33
"Kunjin","K.Hygl.E6","E","Hypochaeris.glabra",6,"B",7,1,5,0,5,5,7,35,35
"Kunjin","K.Hygl.E7","E","Hypochaeris.glabra",7,"R",15,1,2,0,2,2,15,30,30
"Kunjin","K.Hygl.E7","E","Hypochaeris.glabra",7,"G",10,1,2,0,2,2,10,20,20
"Kunjin","K.Hygl.E7","E","Hypochaeris.glabra",7,"B",17,1,3,0,3,3,17,51,51
"Kunjin","K.Hygl.E8","E","Hypochaeris.glabra",8,"R",56,1,18,0,18,18,56,1008,1008
"Kunjin","K.Hygl.E8","E","Hypochaeris.glabra",8,"G",33,1,10,1,11,11,33,363,363
"Kunjin","K.Hygl.E8","E","Hypochaeris.glabra",8,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.E9","E","Hypochaeris.glabra",9,"R",NA,NA,29,2,31,31,NA,NA,NA
"Kunjin","K.Hygl.E9","E","Hypochaeris.glabra",9,"G",40,1,9,2,11,11,40,440,440
"Kunjin","K.Hygl.E9","E","Hypochaeris.glabra",9,"B",85,1,12,2,14,14,85,1190,1190
"Kunjin","K.Hygl.E10","E","Hypochaeris.glabra",10,"R",38,1,8,0,8,8,38,304,304
"Kunjin","K.Hygl.E10","E","Hypochaeris.glabra",10,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.E10","E","Hypochaeris.glabra",10,"B",149,3,4,0,4,4,49.6666666666667,198.666666666667,199
"Kunjin","K.Hygl.E11","E","Hypochaeris.glabra",11,"R",39,1,6,0,6,6,39,234,234
"Kunjin","K.Hygl.E11","E","Hypochaeris.glabra",11,"G",NA,NA,19,1,20,20,NA,NA,NA
"Kunjin","K.Hygl.E11","E","Hypochaeris.glabra",11,"B",124,2,13,1,14,14,62,868,868
"Kunjin","K.Hygl.E12","E","Hypochaeris.glabra",12,"R",40,1,12,1,13,13,40,520,520
"Kunjin","K.Hygl.E12","E","Hypochaeris.glabra",12,"G",23,1,2,0,2,2,23,46,46
"Kunjin","K.Hygl.E12","E","Hypochaeris.glabra",12,"B",21,1,14,2,16,16,21,336,336
"Kunjin","K.Hygl.E13","E","Hypochaeris.glabra",13,"R",29,1,9,1,10,10,29,290,290
"Kunjin","K.Hygl.E13","E","Hypochaeris.glabra",13,"G",62,1,29,1,30,30,62,1860,1860
"Kunjin","K.Hygl.E13","E","Hypochaeris.glabra",13,"B",17,1,33,1,34,34,17,578,578
"Kunjin","K.Hygl.E14","E","Hypochaeris.glabra",14,"R",70,1,24,2,26,26,70,1820,1820
"Kunjin","K.Hygl.E14","E","Hypochaeris.glabra",14,"G",41,1,26,1,27,27,41,1107,1107
"Kunjin","K.Hygl.E14","E","Hypochaeris.glabra",14,"B",62,1,26,2,28,28,62,1736,1736
"Kunjin","K.Hygl.E15","E","Hypochaeris.glabra",15,"R",45,1,19,1,20,20,45,900,900
"Kunjin","K.Hygl.E15","E","Hypochaeris.glabra",15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.E15","E","Hypochaeris.glabra",15,"B",54,1,22,3,25,25,54,1350,1350
"Kunjin","K.Hygl.M1","M","Hypochaeris.glabra",1,"R",17,1,5,0,5,5,17,85,85
"Kunjin","K.Hygl.M1","M","Hypochaeris.glabra",1,"G",13,1,4,1,5,5,13,65,65
"Kunjin","K.Hygl.M1","M","Hypochaeris.glabra",1,"B",22,1,3,1,4,4,22,88,88
"Kunjin","K.Hygl.M2","M","Hypochaeris.glabra",2,"R",33,1,7,0,7,7,33,231,231
"Kunjin","K.Hygl.M2","M","Hypochaeris.glabra",2,"G",18,1,8,0,8,8,18,144,144
"Kunjin","K.Hygl.M2","M","Hypochaeris.glabra",2,"B",44,2,12,0,12,12,22,264,264
"Kunjin","K.Hygl.M3","M","Hypochaeris.glabra",3,"R",31,1,15,0,15,15,31,465,465
"Kunjin","K.Hygl.M3","M","Hypochaeris.glabra",3,"G",50,1,10,0,10,10,50,500,500
"Kunjin","K.Hygl.M3","M","Hypochaeris.glabra",3,"B",38,1,5,0,5,5,38,190,190
"Kunjin","K.Hygl.M4","M","Hypochaeris.glabra",4,"R",42,1,4,4,8,8,42,336,336
"Kunjin","K.Hygl.M4","M","Hypochaeris.glabra",4,"G",61,2,4,4,8,8,30.5,244,244
"Kunjin","K.Hygl.M4","M","Hypochaeris.glabra",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.M5","M","Hypochaeris.glabra",5,"R",29,1,3,3,6,6,29,174,174
"Kunjin","K.Hygl.M5","M","Hypochaeris.glabra",5,"G",21,1,4,4,8,8,21,168,168
"Kunjin","K.Hygl.M5","M","Hypochaeris.glabra",5,"B",19,1,4,4,8,8,19,152,152
"Kunjin","K.Hygl.N1","N","Hypochaeris.glabra",1,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N1","N","Hypochaeris.glabra",1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N1","N","Hypochaeris.glabra",1,"B",16,1,5,0,5,5,16,80,80
"Kunjin","K.Hygl.N2","N","Hypochaeris.glabra",2,"R",31,1,3,0,3,3,31,93,93
"Kunjin","K.Hygl.N2","N","Hypochaeris.glabra",2,"G",17,1,4,1,5,5,17,85,85
"Kunjin","K.Hygl.N2","N","Hypochaeris.glabra",2,"B",41,1,5,0,5,5,41,205,205
"Kunjin","K.Hygl.N3","N","Hypochaeris.glabra",3,"R",24,2,2,0,2,2,12,24,24
"Kunjin","K.Hygl.N3","N","Hypochaeris.glabra",3,"G",62,2,3,0,3,3,31,93,93
"Kunjin","K.Hygl.N3","N","Hypochaeris.glabra",3,"B",57,2,3,0,3,3,28.5,85.5,86
"Kunjin","K.Hygl.N4","N","Hypochaeris.glabra",4,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N4","N","Hypochaeris.glabra",4,"G",17,1,2,0,2,2,17,34,34
"Kunjin","K.Hygl.N4","N","Hypochaeris.glabra",4,"B",9,1,2,0,2,2,9,18,18
"Kunjin","K.Hygl.N5","N","Hypochaeris.glabra",5,"R",34,1,6,0,6,6,34,204,204
"Kunjin","K.Hygl.N5","N","Hypochaeris.glabra",5,"G",17,1,3,0,3,3,17,51,51
"Kunjin","K.Hygl.N5","N","Hypochaeris.glabra",5,"B",29,1,8,0,8,8,29,232,232
"Kunjin","K.Hygl.N6","N","Hypochaeris.glabra",6,"R",32,1,7,0,7,7,32,224,224
"Kunjin","K.Hygl.N6","N","Hypochaeris.glabra",6,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N6","N","Hypochaeris.glabra",6,"B",13,2,2,0,2,2,6.5,13,13
"Kunjin","K.Hygl.N7","N","Hypochaeris.glabra",7,"R",68,2,9,0,9,9,34,306,306
"Kunjin","K.Hygl.N7","N","Hypochaeris.glabra",7,"G",42,2,7,0,7,7,21,147,147
"Kunjin","K.Hygl.N7","N","Hypochaeris.glabra",7,"B",4,1,3,0,3,3,4,12,12
"Kunjin","K.Hygl.N8","N","Hypochaeris.glabra",8,"R",13,1,4,1,5,5,13,65,65
"Kunjin","K.Hygl.N8","N","Hypochaeris.glabra",8,"G",NA,NA,7,1,8,8,NA,NA,NA
"Kunjin","K.Hygl.N8","N","Hypochaeris.glabra",8,"B",6,1,6,0,6,6,6,36,36
"Kunjin","K.Hygl.N9","N","Hypochaeris.glabra",9,"R",50,1,7,5,12,12,50,600,600
"Kunjin","K.Hygl.N9","N","Hypochaeris.glabra",9,"G",NA,NA,7,0,7,7,NA,NA,NA
"Kunjin","K.Hygl.N9","N","Hypochaeris.glabra",9,"B",NA,NA,8,1,9,9,NA,NA,NA
"Kunjin","K.Hygl.N10","N","Hypochaeris.glabra",10,"R",20,1,6,0,6,6,20,120,120
"Kunjin","K.Hygl.N10","N","Hypochaeris.glabra",10,"G",NA,NA,0,0,0,0,NA,NA,NA
"Kunjin","K.Hygl.N10","N","Hypochaeris.glabra",10,"B",51,1,5,0,5,5,51,255,255
"Kunjin","K.Hygl.N11","N","Hypochaeris.glabra",11,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N11","N","Hypochaeris.glabra",11,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N11","N","Hypochaeris.glabra",11,"B",40,1,8,0,8,8,40,320,320
"Kunjin","K.Hygl.N12","N","Hypochaeris.glabra",12,"R",23,1,3,0,3,3,23,69,69
"Kunjin","K.Hygl.N12","N","Hypochaeris.glabra",12,"G",45,1,9,1,10,10,45,450,450
"Kunjin","K.Hygl.N12","N","Hypochaeris.glabra",12,"B",35,1,4,0,4,4,35,140,140
"Kunjin","K.Hygl.N13","N","Hypochaeris.glabra",13,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N13","N","Hypochaeris.glabra",13,"G",5,1,3,2,5,5,5,25,25
"Kunjin","K.Hygl.N13","N","Hypochaeris.glabra",13,"B",3,1,4,0,4,4,3,12,12
"Kunjin","K.Hygl.N14","N","Hypochaeris.glabra",14,"R",NA,NA,6,0,6,6,NA,NA,NA
"Kunjin","K.Hygl.N14","N","Hypochaeris.glabra",14,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N14","N","Hypochaeris.glabra",14,"B",13,1,9,0,9,9,13,117,117
"Kunjin","K.Hygl.N15","N","Hypochaeris.glabra",15,"R",9,1,2,1,3,3,9,27,27
"Kunjin","K.Hygl.N15","N","Hypochaeris.glabra",15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Hygl.N15","N","Hypochaeris.glabra",15,"B",30,1,5,0,5,5,30,150,150
"Kunjin","K.Peai.E1","E","Aira.caryophylla",1,"R",23,1,1,0,1,1,23,23,23
"Kunjin","K.Peai.E1","E","Aira.caryophylla",1,"G",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.E1","E","Aira.caryophylla",1,"B",31,1,1,0,1,1,31,31,31
"Kunjin","K.Peai.E2","E","Aira.caryophylla",2,"R",70,1,7,0,7,1,70,70,70
"Kunjin","K.Peai.E2","E","Aira.caryophylla",2,"G",61,1,5,0,5,1,61,61,61
"Kunjin","K.Peai.E2","E","Aira.caryophylla",2,"B",96,1,5,0,5,1,96,96,96
"Kunjin","K.Peai.E3","E","Aira.caryophylla",3,"R",19,1,1,0,1,1,19,19,19
"Kunjin","K.Peai.E3","E","Aira.caryophylla",3,"G",33,1,1,0,1,1,33,33,33
"Kunjin","K.Peai.E3","E","Aira.caryophylla",3,"B",46,1,1,0,1,1,46,46,46
"Kunjin","K.Peai.E4","E","Aira.caryophylla",4,"R",31,1,15,0,15,1,31,31,31
"Kunjin","K.Peai.E4","E","Aira.caryophylla",4,"G",63,1,25,0,25,1,63,63,63
"Kunjin","K.Peai.E4","E","Aira.caryophylla",4,"B",223,1,20,0,20,1,223,223,223
"Kunjin","K.Peai.E5","E","Aira.caryophylla",5,"R",115,1,1,0,1,1,115,115,115
"Kunjin","K.Peai.E5","E","Aira.caryophylla",5,"G",60,1,1,0,1,1,60,60,60
"Kunjin","K.Peai.E5","E","Aira.caryophylla",5,"B",262,1,1,0,1,1,262,262,262
"Kunjin","K.Peai.E6","E","Aira.caryophylla",6,"R",362,1,20,0,20,1,362,362,362
"Kunjin","K.Peai.E6","E","Aira.caryophylla",6,"G",227,1,20,0,20,1,227,227,227
"Kunjin","K.Peai.E6","E","Aira.caryophylla",6,"B",61,1,8,0,8,1,61,61,61
"Kunjin","K.Peai.E7","E","Aira.caryophylla",7,"R",59,1,7,0,7,1,59,59,59
"Kunjin","K.Peai.E7","E","Aira.caryophylla",7,"G",76,1,8,0,8,1,76,76,76
"Kunjin","K.Peai.E7","E","Aira.caryophylla",7,"B",161,1,8,0,8,1,161,161,161
"Kunjin","K.Peai.E8","E","Aira.caryophylla",8,"R",37,1,9,0,9,1,37,37,37
"Kunjin","K.Peai.E8","E","Aira.caryophylla",8,"G",53,1,9,0,9,1,53,53,53
"Kunjin","K.Peai.E8","E","Aira.caryophylla",8,"B",290,1,17,0,17,1,290,290,290
"Kunjin","K.Peai.E9","E","Aira.caryophylla",9,"R",42,1,1,0,1,1,42,42,42
"Kunjin","K.Peai.E9","E","Aira.caryophylla",9,"G",79,1,2,0,2,1,79,79,79
"Kunjin","K.Peai.E9","E","Aira.caryophylla",9,"B",91,1,1,0,1,1,91,91,91
"Kunjin","K.Peai.E10","E","Aira.caryophylla",10,"R",30,1,1,0,1,1,30,30,30
"Kunjin","K.Peai.E10","E","Aira.caryophylla",10,"G",22,1,1,0,1,1,22,22,22
"Kunjin","K.Peai.E10","E","Aira.caryophylla",10,"B",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.E11","E","Aira.caryophylla",11,"R",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Peai.E11","E","Aira.caryophylla",11,"G",117,1,1,0,1,1,117,117,117
"Kunjin","K.Peai.E11","E","Aira.caryophylla",11,"B",55,1,1,0,1,1,55,55,55
"Kunjin","K.Peai.E12","E","Aira.caryophylla",12,"R",35,1,1,0,1,1,35,35,35
"Kunjin","K.Peai.E12","E","Aira.caryophylla",12,"G",23,1,1,0,1,1,23,23,23
"Kunjin","K.Peai.E12","E","Aira.caryophylla",12,"B",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.E13","E","Aira.caryophylla",13,"R",67,1,1,0,1,1,67,67,67
"Kunjin","K.Peai.E13","E","Aira.caryophylla",13,"G",310,1,1,0,1,1,310,310,310
"Kunjin","K.Peai.E13","E","Aira.caryophylla",13,"B",138,1,2,0,2,1,138,138,138
"Kunjin","K.Peai.E14","E","Aira.caryophylla",14,"R",27,1,8,0,8,1,27,27,27
"Kunjin","K.Peai.E14","E","Aira.caryophylla",14,"G",32,1,8,0,8,1,32,32,32
"Kunjin","K.Peai.E14","E","Aira.caryophylla",14,"B",58,1,NA,NA,NA,1,58,58,58
"Kunjin","K.Peai.E15","E","Aira.caryophylla",15,"R",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.E15","E","Aira.caryophylla",15,"G",40,1,1,0,1,1,40,40,40
"Kunjin","K.Peai.E15","E","Aira.caryophylla",15,"B",54,1,1,0,1,1,54,54,54
"Kunjin","K.Peai.M1","M","Aira.caryophylla",1,"R",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M1","M","Aira.caryophylla",1,"G",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M1","M","Aira.caryophylla",1,"B",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M2","M","Aira.caryophylla",2,"R",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M2","M","Aira.caryophylla",2,"G",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M2","M","Aira.caryophylla",2,"B",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M3","M","Aira.caryophylla",3,"R",88,1,1,0,1,1,88,88,88
"Kunjin","K.Peai.M3","M","Aira.caryophylla",3,"G",222,1,1,0,1,1,222,222,222
"Kunjin","K.Peai.M3","M","Aira.caryophylla",3,"B",112,1,1,0,1,1,112,112,112
"Kunjin","K.Peai.M4","M","Aira.caryophylla",4,"R",39,1,1,0,1,1,39,39,39
"Kunjin","K.Peai.M4","M","Aira.caryophylla",4,"G",17,1,1,0,1,1,17,17,17
"Kunjin","K.Peai.M4","M","Aira.caryophylla",4,"B",75,1,1,0,1,1,75,75,75
"Kunjin","K.Peai.M5","M","Aira.caryophylla",5,"R",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M5","M","Aira.caryophylla",5,"G",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M5","M","Aira.caryophylla",5,"B",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.N1","N","Aira.caryophylla",1,"R",98,1,1,0,1,1,98,98,98
"Kunjin","K.Peai.N1","N","Aira.caryophylla",1,"G",38,1,1,0,1,1,38,38,38
"Kunjin","K.Peai.N1","N","Aira.caryophylla",1,"B",98,1,1,0,1,1,98,98,98
"Kunjin","K.Peai.N2","N","Aira.caryophylla",2,"R",54,1,1,0,1,1,54,54,54
"Kunjin","K.Peai.N2","N","Aira.caryophylla",2,"G",56,1,1,0,1,1,56,56,56
"Kunjin","K.Peai.N2","N","Aira.caryophylla",2,"B",64,1,1,0,1,1,64,64,64
"Kunjin","K.Peai.N3","N","Aira.caryophylla",3,"R",18,1,1,0,1,1,18,18,18
"Kunjin","K.Peai.N3","N","Aira.caryophylla",3,"G",19,1,1,0,1,1,19,19,19
"Kunjin","K.Peai.N3","N","Aira.caryophylla",3,"B",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.N4","N","Aira.caryophylla",4,"R",115,1,1,0,1,1,115,115,115
"Kunjin","K.Peai.N4","N","Aira.caryophylla",4,"G",94,1,1,0,1,1,94,94,94
"Kunjin","K.Peai.N4","N","Aira.caryophylla",4,"B",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.N5","N","Aira.caryophylla",5,"R",71,1,1,0,1,1,71,71,71
"Kunjin","K.Peai.N5","N","Aira.caryophylla",5,"G",350,1,1,0,1,1,350,350,350
"Kunjin","K.Peai.N5","N","Aira.caryophylla",5,"B",83,1,1,0,1,1,83,83,83
"Kunjin","K.Peai.N6","N","Aira.caryophylla",6,"R",39,1,1,0,1,1,39,39,39
"Kunjin","K.Peai.N6","N","Aira.caryophylla",6,"G",83,1,1,0,1,1,83,83,83
"Kunjin","K.Peai.N6","N","Aira.caryophylla",6,"B",62,1,1,0,1,1,62,62,62
"Kunjin","K.Peai.N7","N","Aira.caryophylla",7,"R",25,1,1,0,1,1,25,25,25
"Kunjin","K.Peai.N7","N","Aira.caryophylla",7,"G",90,1,1,0,1,1,90,90,90
"Kunjin","K.Peai.N7","N","Aira.caryophylla",7,"B",39,1,1,0,1,1,39,39,39
"Kunjin","K.Peai.N8","N","Aira.caryophylla",8,"R",54,1,1,0,1,1,54,54,54
"Kunjin","K.Peai.N8","N","Aira.caryophylla",8,"G",20,1,1,0,1,1,20,20,20
"Kunjin","K.Peai.N8","N","Aira.caryophylla",8,"B",61,1,1,0,1,1,61,61,61
"Kunjin","K.Peai.N9","N","Aira.caryophylla",9,"R",12,1,1,0,1,1,12,12,12
"Kunjin","K.Peai.N9","N","Aira.caryophylla",9,"G",21,1,1,0,1,1,21,21,21
"Kunjin","K.Peai.N9","N","Aira.caryophylla",9,"B",40,1,1,0,1,1,40,40,40
"Kunjin","K.Peai.N10","N","Aira.caryophylla",10,"R",47,1,1,0,1,1,47,47,47
"Kunjin","K.Peai.N10","N","Aira.caryophylla",10,"G",36,1,1,0,1,1,36,36,36
"Kunjin","K.Peai.N10","N","Aira.caryophylla",10,"B",58,1,1,0,1,1,58,58,58
"Kunjin","K.Peai.N11","N","Aira.caryophylla",11,"R",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.N11","N","Aira.caryophylla",11,"G",66,1,1,0,1,1,66,66,66
"Kunjin","K.Peai.N11","N","Aira.caryophylla",11,"B",72,1,1,0,1,1,72,72,72
"Kunjin","K.Peai.N12","N","Aira.caryophylla",12,"R",38,1,1,0,1,1,38,38,38
"Kunjin","K.Peai.N12","N","Aira.caryophylla",12,"G",49,1,1,0,1,1,49,49,49
"Kunjin","K.Peai.N12","N","Aira.caryophylla",12,"B",47,1,1,0,1,1,47,47,47
