Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Plant.no,Exotic,Date,Seed.mass.available,Value.mg,Annual.perrennial 
16,S,4,16.S.4.L,Litter,C.eremea,5,2,0,27-Aug-13,1,0.076058968,Annual
16,S,4,16.S.4.L,Litter,C.eremea,5,3,0,27-Aug-13,1,0.076058968,Annual
16,S,4,16.S.4.L,Litter,C.eremea,5,4,0,27-Aug-13,1,0.076058968,Annual
16,S,4,16.S.4.L,Litter,C.eremea,5,5,0,27-Aug-13,1,0.076058968,Annual
16,S,5,16.S.5.L,Litter,C.eremea,1,1,0,27-Aug-13,1,0.076058968,Annual
14,S,5,14.S.5.C,Control,C.flava,20,1,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,2,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,3,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,4,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,5,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,6,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,7,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,8,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,9,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,10,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,11,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,12,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,13,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,14,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,15,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,16,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,17,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,18,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,19,0,27-Aug-13,NA,NA,Perrennial
14,S,5,14.S.5.C,Control,C.flava,20,20,0,27-Aug-13,NA,NA,Perrennial
11,S,2,11.S.2.C,Control,C.obionoides,1,1,0,27-Aug-13,1,0.297849662,Annual
14,S,2,14.S.2.L,Litter,C.obionoides,2,1,0,27-Aug-13,1,0.297849662,Annual
14,S,2,14.S.2.L,Litter,C.obionoides,2,2,0,27-Aug-13,1,0.297849662,Annual
14,S,2,14.S.2.C,Control,Dampiera,2,1,0,27-Aug-13,1,2.42,Perrennial
14,S,2,14.S.2.C,Control,Dampiera,2,2,0,27-Aug-13,1,2.42,Perrennial
14,S,2,14.S.2.L,Litter,Dampiera,1,1,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.C,Control,Dampiera,3,1,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.C,Control,Dampiera,3,2,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.C,Control,Dampiera,3,3,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.L,Litter,Dampiera,5,1,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.L,Litter,Dampiera,5,2,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.L,Litter,Dampiera,5,3,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.L,Litter,Dampiera,5,4,0,27-Aug-13,1,2.42,Perrennial
14,S,3,14.S.3.L,Litter,Dampiera,5,5,0,27-Aug-13,1,2.42,Perrennial
15,N,1,15.N.1.C,Control,Dampiera,6,1,0,27-Aug-13,1,2.42,Perrennial
15,N,1,15.N.1.C,Control,Dampiera,6,2,0,27-Aug-13,1,2.42,Perrennial
15,N,1,15.N.1.C,Control,Dampiera,6,3,0,27-Aug-13,1,2.42,Perrennial
15,N,1,15.N.1.C,Control,Dampiera,6,4,0,27-Aug-13,1,2.42,Perrennial
15,N,1,15.N.1.C,Control,Dampiera,6,5,0,27-Aug-13,1,2.42,Perrennial
15,N,1,15.N.1.C,Control,Dampiera,6,6,0,27-Aug-13,1,2.42,Perrennial
15,N,2,15.N.2.C,Control,Dampiera,2,1,0,27-Aug-13,1,2.42,Perrennial
15,N,2,15.N.2.C,Control,Dampiera,2,2,0,27-Aug-13,1,2.42,Perrennial
15,N,2,15.N.2.L,Litter,Dampiera,4,1,0,27-Aug-13,1,2.42,Perrennial
15,N,2,15.N.2.L,Litter,Dampiera,4,2,0,27-Aug-13,1,2.42,Perrennial
15,N,2,15.N.2.L,Litter,Dampiera,4,3,0,27-Aug-13,1,2.42,Perrennial
15,N,2,15.N.2.L,Litter,Dampiera,4,4,0,27-Aug-13,1,2.42,Perrennial
15,N,3,15.N.3.C,Control,Dampiera,2,1,0,27-Aug-13,1,2.42,Perrennial
15,N,3,15.N.3.C,Control,Dampiera,2,2,0,27-Aug-13,1,2.42,Perrennial
15,N,3,15.N.3.L,Litter,Dampiera,4,1,0,27-Aug-13,1,2.42,Perrennial
15,N,3,15.N.3.L,Litter,Dampiera,4,2,0,27-Aug-13,1,2.42,Perrennial
15,N,3,15.N.3.L,Litter,Dampiera,4,3,0,27-Aug-13,1,2.42,Perrennial
15,N,3,15.N.3.L,Litter,Dampiera,4,4,0,27-Aug-13,1,2.42,Perrennial
15,N,4,15.N.4.C,Control,Dampiera,3,1,0,27-Aug-13,1,2.42,Perrennial
15,N,4,15.N.4.C,Control,Dampiera,3,2,0,27-Aug-13,1,2.42,Perrennial
15,N,4,15.N.4.C,Control,Dampiera,3,3,0,27-Aug-13,1,2.42,Perrennial
15,N,4,15.N.4.L,Litter,Dampiera,1,1,0,27-Aug-13,1,2.42,Perrennial
15,N,5,15.N.5.C,Control,Dampiera,2,1,0,27-Aug-13,1,2.42,Perrennial
15,N,5,15.N.5.C,Control,Dampiera,2,2,0,27-Aug-13,1,2.42,Perrennial
15,N,5,15.N.5.L,Litter,Dampiera,2,1,0,27-Aug-13,1,2.42,Perrennial
15,N,5,15.N.5.L,Litter,Dampiera,2,2,0,27-Aug-13,1,2.42,Perrennial
15,S,4,15.S.4.C,Control,Dampiera,2,1,0,27-Aug-13,1,2.42,Perrennial
15,S,4,15.S.4.C,Control,Dampiera,2,2,0,27-Aug-13,1,2.42,Perrennial
15,S,5,15.S.5.C,Control,Dampiera,1,1,0,27-Aug-13,1,2.42,Perrennial
11,S,4,11.S.4.L,Litter,Dichopogon,2,1,0,27-Aug-13,1,0.136317778,Perrennial
11,S,4,11.S.4.L,Litter,Dichopogon,2,2,0,27-Aug-13,1,0.136317778,Perrennial
14,S,4,14.S.4.C,Control,Dichopogon,1,1,0,27-Aug-13,1,0.136317778,Perrennial
15,S,1,15.S.1.L,Litter,Dichopogon,3,1,0,27-Aug-13,1,0.136317778,Perrennial
15,S,1,15.S.1.L,Litter,Dichopogon,3,2,0,27-Aug-13,1,0.136317778,Perrennial
15,S,1,15.S.1.L,Litter,Dichopogon,3,3,0,27-Aug-13,1,0.136317778,Perrennial
15,S,4,15.S.4.C,Control,Dichopogon,2,1,0,27-Aug-13,1,0.136317778,Perrennial
15,S,4,15.S.4.C,Control,Dichopogon,2,2,0,27-Aug-13,1,0.136317778,Perrennial
10,N,1,10.N.1.L,Litter,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
10,N,2,10.N.2.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
10,N,3,10.N.3.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
10,S,2,10.S.2.L,Litter,Erodium.sp,2,1,1,27-Aug-13,1,4.801168387,NA
10,S,2,10.S.2.L,Litter,Erodium.sp,2,2,1,27-Aug-13,1,4.801168387,NA
10,S,3,10.S.3.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
10,S,4,10.S.4.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
10,S,4,10.S.4.L,Litter,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
10,S,5,10.S.5.L,Litter,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
11,S,2,11.S.2.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
11,S,3,11.S.3.C,Control,Erodium.sp,3,1,1,27-Aug-13,1,4.801168387,NA
12,S,4,11.S.3.C,Control,Erodium.sp,4,2,1,27-Aug-13,1,4.801168387,NA
11,S,3,11.S.3.C,Control,Erodium.sp,3,3,1,27-Aug-13,1,4.801168387,NA
11,S,3,11.S.3.L,Litter,Erodium.sp,2,1,1,27-Aug-13,1,4.801168387,NA
11,S,3,11.S.3.L,Litter,Erodium.sp,2,2,1,27-Aug-13,1,4.801168387,NA
14,S,2,14.S.2.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
14,S,3,14.S.3.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
14,S,3,14.S.3.L,Litter,Erodium.sp,5,1,1,27-Aug-13,1,4.801168387,NA
14,S,3,14.S.3.L,Litter,Erodium.sp,5,2,1,27-Aug-13,1,4.801168387,NA
14,S,3,14.S.3.L,Litter,Erodium.sp,5,3,1,27-Aug-13,1,4.801168387,NA
14,S,3,14.S.3.L,Litter,Erodium.sp,5,4,1,27-Aug-13,1,4.801168387,NA
14,S,3,14.S.3.L,Litter,Erodium.sp,5,5,1,27-Aug-13,1,4.801168387,NA
14,S,4,14.S.4.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
14,S,4,14.S.4.L,Litter,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
14,S,5,14.S.5.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
15,S,1,15.S.1.L,Litter,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
15,S,2,15.S.2.C,Control,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
15,S,2,15.S.2.L,Litter,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
15,S,3,15.S.3.L,Litter,Erodium.sp,1,1,1,27-Aug-13,1,4.801168387,NA
10,S,5,10.S.5.L,Litter,E.longiflora,8,1,1,27-Aug-13,1,1.821024444,Annual
10,S,5,10.S.5.L,Litter,E.longiflora,8,2,1,27-Aug-13,1,1.821024444,Annual
10,S,5,10.S.5.L,Litter,E.longiflora,8,3,1,27-Aug-13,1,1.821024444,Annual
10,S,5,10.S.5.L,Litter,E.longiflora,8,4,1,27-Aug-13,1,1.821024444,Annual
10,S,5,10.S.5.L,Litter,E.longiflora,8,5,1,27-Aug-13,1,1.821024444,Annual
10,S,5,10.S.5.L,Litter,E.longiflora,8,6,1,27-Aug-13,1,1.821024444,Annual
10,S,5,10.S.5.L,Litter,E.longiflora,8,7,1,27-Aug-13,1,1.821024444,Annual
10,S,5,10.S.5.L,Litter,E.longiflora,8,8,1,27-Aug-13,1,1.821024444,Annual
13,S,5,13.S.5.L,Litter,E.longiflora,2,1,1,27-Aug-13,1,1.821024444,Annual
13,S,5,13.S.5.L,Litter,E.longiflora,2,2,1,27-Aug-13,1,1.821024444,Annual
14,S,5,14.S.5.C,Control,E.longiflora,1,1,1,27-Aug-13,1,1.821024444,Annual
15,S,2,15.S.2.C,Control,E.longiflora,2,1,1,27-Aug-13,1,1.821024444,Annual
15,S,2,15.S.2.C,Control,E.longiflora,2,2,1,27-Aug-13,1,1.821024444,Annual
15,S,3,15.S.3.L,Litter,E.longiflora,1,1,1,27-Aug-13,1,1.821024444,Annual
16,S,2,16.S.2.L,Litter,E.longiflora,1,1,1,27-Aug-13,1,1.821024444,Annual
15,S,1,15.S.1.L,Litter,G.nodulosus,2,1,0,27-Aug-13,1,0.37042,Annual
15,S,1,15.S.1.L,Litter,G.nodulosus,2,2,0,27-Aug-13,1,0.37042,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,1,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,2,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,3,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,4,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,5,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,6,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,7,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,8,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.C,Control,G.tenuissima,9,9,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.L,Litter,G.tenuissima,3,1,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.L,Litter,G.tenuissima,3,2,0,27-Aug-13,1,0.013735632,Annual
13,N,1,13.N.1.L,Litter,G.tenuissima,3,3,0,27-Aug-13,1,0.013735632,Annual
10,N,1,10.N.1.C,Control,Green.orchid,25,1,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,2,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,3,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,4,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,5,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,6,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,7,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,8,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,9,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,10,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,11,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,12,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,13,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,14,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,15,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,16,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,17,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,18,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,19,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,20,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,21,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,22,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,23,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,24,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,Green.orchid,25,25,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,1,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,2,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,3,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,4,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,5,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,6,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,7,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,8,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,9,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,10,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,11,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.L,Litter,Green.orchid,12,12,0,27-Aug-13,NA,NA,Perrennial
10,N,1,10.N.1.C,Control,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
10,N,5,10.N.5.C,Control,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
10,N,5,10.N.5.C,Control,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
11,N,1,11.N.1.C,Control,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
11,N,1,11.N.1.C,Control,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
11,N,1,11.N.1.L,Litter,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
11,N,2,11.N.2.L,Litter,H.glabra,3,1,1,27-Aug-13,1,0.41599678,Annual
11,N,2,11.N.2.L,Litter,H.glabra,3,2,1,27-Aug-13,1,0.41599678,Annual
11,N,2,11.N.2.L,Litter,H.glabra,3,3,1,27-Aug-13,1,0.41599678,Annual
11,N,4,11.N.4.C,Control,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
11,N,5,11.N.5.C,Control,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
11,S,1,11.S.1.C,Control,H.glabra,4,1,1,27-Aug-13,1,0.41599678,Annual
11,S,1,11.S.1.C,Control,H.glabra,4,2,1,27-Aug-13,1,0.41599678,Annual
11,S,1,11.S.1.C,Control,H.glabra,4,3,1,27-Aug-13,1,0.41599678,Annual
11,S,1,11.S.1.C,Control,H.glabra,4,4,1,27-Aug-13,1,0.41599678,Annual
11,S,1,11.S.1.L,Litter,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
13,N,3,13.N.3.C,Control,H.glabra,3,1,1,27-Aug-13,1,0.41599678,Annual
13,N,3,13.N.3.C,Control,H.glabra,3,2,1,27-Aug-13,1,0.41599678,Annual
13,N,3,13.N.3.C,Control,H.glabra,3,3,1,27-Aug-13,1,0.41599678,Annual
13,N,4,13.N.4.C,Control,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
13,N,4,13.N.4.L,Litter,H.glabra,5,1,1,27-Aug-13,1,0.41599678,Annual
13,N,4,13.N.4.L,Litter,H.glabra,5,2,1,27-Aug-13,1,0.41599678,Annual
13,N,4,13.N.4.L,Litter,H.glabra,5,3,1,27-Aug-13,1,0.41599678,Annual
13,N,4,13.N.4.L,Litter,H.glabra,5,4,1,27-Aug-13,1,0.41599678,Annual
13,N,4,13.N.4.L,Litter,H.glabra,5,5,1,27-Aug-13,1,0.41599678,Annual
13,N,5,13.N.5.L,Litter,H.glabra,5,1,1,27-Aug-13,1,0.41599678,Annual
13,N,5,13.N.5.L,Litter,H.glabra,5,2,1,27-Aug-13,1,0.41599678,Annual
13,N,5,13.N.5.L,Litter,H.glabra,5,3,1,27-Aug-13,1,0.41599678,Annual
13,N,5,13.N.5.L,Litter,H.glabra,5,4,1,27-Aug-13,1,0.41599678,Annual
13,N,5,13.N.5.L,Litter,H.glabra,5,5,1,27-Aug-13,1,0.41599678,Annual
13,S,1,13.S.1.L,Litter,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
13,S,4,13.S.4.L,Litter,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
13,S,5,13.S.5.C,Control,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
13,S,5,13.S.5.C,Control,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
14,N,1,14.N.1.L,Litter,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
14,N,1,14.N.1.L,Litter,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
14,N,2,14.N.2.C,Control,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
14,N,2,14.N.2.C,Control,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
14,S,1,14.S.1.L,Litter,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
14,S,2,14.S.2.L,Litter,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
14,S,2,14.S.2.L,Litter,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
14,S,3,14.S.3.C,Control,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
14,S,3,14.S.3.C,Control,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
14,S,4,14.S.4.C,Control,H.glabra,2,1,1,27-Aug-13,1,0.41599678,Annual
14,S,4,14.S.4.C,Control,H.glabra,2,2,1,27-Aug-13,1,0.41599678,Annual
14,S,4,14.S.4.L,Litter,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
15,N,3,15.N.3.L,Litter,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
15,S,1,15.S.1.C,Control,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
16,S,1,16.S.1.C,Control,H.glabra,1,1,1,27-Aug-13,1,0.41599678,Annual
10,N,2,10.N.2.L,Litter,H.pilifera,2,1,0,27-Aug-13,1,0.187539597,Annual
10,N,2,10.N.2.L,Litter,H.pilifera,2,2,0,27-Aug-13,1,0.187539597,Annual
11,S,1,11.S.1.L,Litter,H.pilifera,1,1,0,27-Aug-13,1,0.187539597,Annual
10,N,1,10.N.1.C,Control,L.arvensis,1,1,1,27-Aug-13,1,0.52079,Annual
10,N,3,10.N.3.L,Litter,L.arvensis,2,1,1,27-Aug-13,1,0.52079,Annual
10,N,3,10.N.3.L,Litter,L.arvensis,2,2,1,27-Aug-13,1,0.52079,Annual
10,N,4,10.N.4.L,Litter,L.arvensis,3,1,1,27-Aug-13,1,0.52079,Annual
10,N,4,10.N.4.L,Litter,L.arvensis,3,2,1,27-Aug-13,1,0.52079,Annual
10,N,4,10.N.4.L,Litter,L.arvensis,3,3,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,1,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,2,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,3,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,4,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,5,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,6,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,7,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,8,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,9,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,10,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,11,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,12,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,13,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,14,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,15,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,16,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,17,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,18,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,19,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,20,1,27-Aug-13,1,0.52079,Annual
10,N,5,10.N.5.C,Control,L.arvensis,21,21,1,27-Aug-13,1,0.52079,Annual
10,S,3,10.S.3.C,Control,L.arvensis,2,1,1,27-Aug-13,1,0.52079,Annual
10,S,3,10.S.3.C,Control,L.arvensis,2,2,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,1,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,2,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,3,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,4,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,5,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,6,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,7,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.C,Control,L.arvensis,8,8,1,27-Aug-13,1,0.52079,Annual
11,N,1,11.N.1.L,Litter,L.arvensis,1,1,1,27-Aug-13,1,0.52079,Annual
11,N,2,11.N.2.C,Control,L.arvensis,1,1,1,27-Aug-13,1,0.52079,Annual
11,N,5,11.N.5.L,Litter,L.arvensis,3,1,1,27-Aug-13,1,0.52079,Annual
11,N,5,11.N.5.L,Litter,L.arvensis,3,2,1,27-Aug-13,1,0.52079,Annual
11,N,5,11.N.5.L,Litter,L.arvensis,3,3,1,27-Aug-13,1,0.52079,Annual
13,S,4,13.S.4.L,Litter,L.arvensis,1,1,1,27-Aug-13,1,0.52079,Annual
14,N,4,14.N.4.C,Control,L.arvensis,1,1,1,27-Aug-13,1,0.52079,Annual
14,N,5,14.N.5.C,Control,L.arvensis,2,1,1,27-Aug-13,1,0.52079,Annual
14,N,5,14.N.5.C,Control,L.arvensis,2,2,1,27-Aug-13,1,0.52079,Annual
14,N,5,14.N.5.L,Litter,L.arvensis,4,1,1,27-Aug-13,1,0.52079,Annual
14,N,5,14.N.5.L,Litter,L.arvensis,4,2,1,27-Aug-13,1,0.52079,Annual
14,N,5,14.N.5.L,Litter,L.arvensis,4,3,1,27-Aug-13,1,0.52079,Annual
14,N,5,14.N.5.L,Litter,L.arvensis,4,4,1,27-Aug-13,1,0.52079,Annual
14,S,5,14.S.5.C,Control,L.arvensis,29,1,1,27-Aug-13,1,0.52079,Annual
14,S,5,14.S.5.C,Control,L.arvensis,29,2,1,27-Aug-13,1,0.52079,Annual
14,S,5,14.S.5.C,Control,L.arvensis,29,3,1,27-Aug-13,1,0.52079,Annual
14,S,5,14.S.5.C,Control,L.arvensis,29,4,1,27-Aug-13,1,0.52079,Annual
14,S,5,14.S.5.C,Control,L.arvensis,29,5,1,27-Aug-13,1,0.52079,Annual
14,S,5,14.S.5.C,Control,L.arvensis,29,6,1,27-Aug-13,1,0.52079,Annual
