Site,Block,Plot.ID,CSBP.Label.2013,CSBP.Label.2012,Tree.species,Tree.trtmnt,Tree.ID,GPS.ID,Side,Pair,Pair.unique,Treatment,RL,Block.Xcoord,Block.Ycoord,Dist.to.tree.rel,Dist.to.tree.abs,SM1,SM2,SM3,Mean.SM,canopy.N,canopy.E,canopy.S,canopy.W,meancanopy.NWE,Canopycover.N,Canopycover.E,Canopycover.S,Canopycover.W,Mean.canopycover.all,Mean.canopycover.NWE,Soil.compaction.1,Soil.compaction.2,Soil.compaction.3,Mean.soil.compaction,X,t1.colour,t1.gravel,t1.texture,t1.ammonium,t1.nitrate,t1.phosphorus,t1.potassium,t1.sulfur,t1.organic.c,t1.conductivity,t1.ph.cacl2,t1.ph.h2o,t2.colour,t2.gravel,t2.texture,t2.ammonium,t2.nitrate,t2.phosphorus,t2.potassium,t2.sulfur,t2.organic.c,t2.conductivity,t2.ph.cacl2,t2.ph.h2o,richness.t3,plantdensity.t2,ex.plantdensity.t2,nat.plantdensity.t2,ex.richness.t3,nat.richness.t3,richness.t1,ex.richness.t1,plantdensity.t1,ex.plantdensity.t1,nat.plantdensity.t1,nat.richness.t1,richness.t2,ex.richness.t2,nat.richness.t2,rar5.t2.richness,rar10.t2.richness,rar15.t2.richness,A.calendula,A.calendula.present,A.uliginosum,A.uliginosum.present,B.drummondii,B.drummondii.present,B.iberidifola,B.iberidifola.present,B.tournefortii,B.tournefortii,Bromus.sp,Bromus.sp.present,C.colorata,C.colorata.present,C.eremea,C.eremea.present,C.obionoides,E.botrys,E.longiflora,G.nodulosus,G.tenuissima,H.glabra,H.glabra.present,H.pilifera,L.arvensis,L.arvensis.present,M.crystallinum,M.monstrosus,Millotia.sp,Millotia.sp.present,N.rotundifolia,P.airoides,P.canescens,P.gnaphaloides,P.lessonni,P.lessonni.present,R.laevis,R.laevis.present,R.pygmaea,T.cyanopetala,T.cyanopetala.present,T.isingiana,T.isingiana.present,T.ornata,U.anthemoides,U.anthemoides.present,V.myuros,V.myuros.present,W.acuminata,W.acuminata.present,Euc.litter,Jam.litter,Ammonium.IEMs,Nitrate.IEMs,Nitrate.IEMs.convertedzeros
Kunjin,15,15.N.5.C,K90,K225,E.loxophleba,YG.Control,15,575,North,5,15.North.5,Control,R,1,13,2,2,3,3,4,3.333333333,66.72,82.32,71.92,92.72,80.58666667,8,4.25,6.75,1.75,5.1875,4.666666667,6,6.5,8,6.833333333,K90,GRBR,5,1,88,10,21,277,20.1,4.44,0.09,5.1,6.1,BRGR,5,1.5,18,3,9,187,11.5,3.13,0.115,4.8,5.7,1,8,0,8,0,1,2,1,7,1,6,1,3,0,3,2.7857142857,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,NA,NA,NA
Kunjin,15,15.N.5.L,K89,K223,E.loxophleba,YG.Litter,15,575,North,5,15.North.5,Litter,L,0,13,2,2,5,5,4,4.666666667,66.72,83.36,84.4,92.72,80.93333333,8,4,3.75,1.75,4.375,4.583333333,6.5,5.5,5.5,5.833333333,K89,GRBR,5,1,14,4,8,88,11.7,5.27,0.085,4.9,5.7,LTBR,41917,1.5,32,14,8,119,33.1,4.88,0.15,5,5.7,1,5,0,5,0,1,1,0,4,0,4,1,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,12.1099424898,12.1099424898
Kunjin,15,15.S.1.C,K80,K214,E.loxophleba,YG.Control,15,575,South,1,15.South.1,Control,L,0,0,-11,11,5,5,4,4.666666667,80.24,50.08,58.4,83.36,71.22666667,4.75,12,10,4,7.6875,6.916666667,10.5,10.5,9.5,10.16666667,K80,GR,0,1.5,2,4,4,102,3.1,2.26,0.025,4.6,5.6,GRBR,5,1,4,3,5,96,12,2.03,0.087,4.5,5.5,1,5,1,4,0,1,1,0,30,0,30,1,3,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0.01,0,3.2860408061,3.2860408061
Kunjin,15,15.S.1.L,K79,K212,E.loxophleba,YG.Litter,15,575,South,1,15.South.1,Litter,R,1,0,-11,11,5,5,6,5.333333333,53.2,20.96,54.24,24.08,32.74666667,11.25,19,11,18.25,14.875,16.16666667,8,5.5,9,7.5,K79,GR,0,1.5,3,4,3,84,3.4,3.43,0.026,4.5,5.5,GRBR,5,1,3,3,3,87,3.9,1.67,0.031,4.5,5.5,4,10,2,8,1,3,2,0,37,0,37,2,6,2,4,3.9722222222,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.05,0.02,0,4.1012674184,4.1012674184
Kunjin,15,15.S.2.C,K82,K216,E.loxophleba,YG.Control,15,575,South,2,15.South.2,Control,R,1,2,-9,9,4,4,4,4,75.04,8.48,18.88,71.92,51.81333333,6,22,19.5,6.75,13.5625,11.58333333,9,6.5,9,8.166666667,K82,GR,0,1.5,2,2,2,59,3.2,1.94,0.025,4.5,5.4,LTBR,0,1.5,7,10,10,73,13.6,3.42,0.096,4.7,5.5,4,NA,NA,NA,NA,NA,2,0,12,0,12,2,NA,NA,NA,3.75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,0.02,0,2.5238027469,2.5238027469
Kunjin,15,15.S.2.L,K81,K215,E.loxophleba,YG.Litter,15,575,South,2,15.South.2,Litter,L,0,2,-9,9,4,4,4,4,75.04,12.64,29.28,64.64,50.77333333,6,21,17,8.5,13.125,11.83333333,9.5,7,6,7.5,K81,GR,5,1.5,3,4,3,93,10.1,2.24,0.102,4.7,5.6,GRBR,5,1.5,6,6,5,91,6.6,2.1,0.06,4.8,5.6,5,7,3,4,2,3,1,0,30,0,30,1,5,3,2,3.8571428571,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.3,0.02,0,4.0920034796,4.0920034796
Kunjin,15,15.S.3.C,K84,K218,E.loxophleba,YG.Control,15,575,South,3,15.South.3,Control,L,0,4,-7,7,5,5,5,5,77.12,45.92,54.24,72.96,65.33333333,5.5,13,11,6.5,9,8.333333333,9,5,9,7.666666667,K84,BRGR,41917,1,70,33,15,142,40.2,3.6,0.241,4.9,5.5,LTBR,0,1.5,4,7,4,101,6.5,3.31,0.055,4.8,5.8,1,6,0,6,0,1,2,0,19,0,19,2,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.4,0.01,0,8.55259,8.55259
Kunjin,15,15.S.3.L,K83,K217,E.loxophleba,YG.Litter,15,575,South,3,15.South.3,Litter,R,1,4,-7,7,5,6,6,5.666666667,70.88,45.92,51.12,70.88,62.56,7,13,11.75,7,9.6875,9,7.5,8.5,9.5,8.5,K83,GR,0,1.5,4,2,3,128,4.9,2.94,0.05,4.9,5.8,LTBR,0,1,10,5,4,135,5.9,2.48,0.054,4.9,5.8,2,9,2,7,2,0,3,1,7,1,6,2,4,2,2,3.0555555556,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.03,0.0771913192,3.9252525816,3.9252525816
Kunjin,15,15.S.4.C,K86,K220,E.loxophleba,YG.Control,15,575,South,4,15.South.4,Control,R,1,6,-5,5,6,6,5,5.666666667,92.72,75.04,60.48,79.2,82.32,1.75,6,9.5,5,5.5625,4.25,10.5,12,11.5,11.33333333,K86,GR,0,1.5,5,6,4,76,14,3.37,0.121,5.2,5.9,LTGR,0,1.5,3,2,3,87,5.2,1.87,0.043,5.1,6.1,6,10,0,10,0,6,3,1,14,1,13,2,5,0,5,3.75,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,0,0,4.6154160204,4.6154160204
Kunjin,15,15.S.4.L,K85,K219,E.loxophleba,YG.Litter,15,575,South,4,15.South.4,Litter,L,0,6,-5,5,5,6,5,5.333333333,91.68,78.16,64.64,81.28,83.70666667,2,5.25,8.5,4.5,5.0625,3.916666667,10,10,11,10.33333333,K85,BRGR,5,1.5,99,19,6,101,46.2,4.97,0.256,4.8,5.5,LTGR,5,1,37,25,6,120,44.9,3.19,0.422,5.1,5.6,1,NA,NA,NA,NA,NA,3,1,8,1,7,2,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,13.1243437857,13.1243437857
Kunjin,15,15.S.5.C,K88,K222,E.loxophleba,YG.Control,15,575,South,5,15.South.5,Control,L,0,8,-3,3,5,5,6,5.333333333,81.28,87.52,77.12,87.52,85.44,4.5,3,5.5,3,4,3.5,4,7.5,7.5,6.333333333,K88,GRBR,5,1,32,11,14,120,24.4,4.81,0.14,5.3,5.9,LTGR,5,1.5,7,5,6,113,8.5,2.67,0.123,5,5.8,3,11,0,11,0,3,1,0,4,0,4,1,4,0,4,2.8506493506,3.8181818182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,5.1295646224,5.1295646224
Kunjin,15,15.S.5.L,K87,K221,E.loxophleba,YG.Litter,15,575,South,5,15.South.5,Litter,R,1,8,-3,3,6,6,6,6,84.4,88.56,81.28,89.6,87.52,3.75,2.75,4.5,2.5,3.375,3,6.5,8,5,6.5,K87,GRBR,5,1,12,9,12,128,21.5,4.03,0.158,5.1,5.8,LTGR,0,1,11,8,7,93,12.2,3.29,0.117,5.3,6,1,4,3,1,1,0,1,0,2,0,2,1,3,2,1,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.7,0,0,10.308106398,10.308106398
Kunjin,16,16.N.1.C,K117,K138,A.acuminata,Jam.Control,16,553,North,1,16.North.1,Control,L,0,18,9,9,4,4,6,4.666666667,0.16,0.16,0.16,0.16,0.16,24,24,24,24,24,24,8,9,8,8.333333333,K117,GRBR,0,1,4,15,7,81,6.2,3.9,0.077,5,5.8,GRBR,0,1,17,3,8,91,9.8,3.21,0.073,5.2,5.8,2,58,49,9,2,0,3,2,111,110,1,1,4,3,1,2.9213428905,3.6678319625,3.9025366856,14,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0.02,0.02,0,0,0.0001
Kunjin,16,16.N.1.L,K116,K137,A.acuminata,Jam.Litter,16,553,North,1,16.North.1,Litter,R,1,18,9,9,5,6,5,5.333333333,0.16,0.16,0.16,0.16,0.16,24,24,24,24,24,24,12,12,8,10.66666667,K116,GRBR,0,1,3,11,7,150,4.5,2.45,0.06,6,6.5,BRGR,0,1,3,7,4,88,4.7,1.88,0.047,5.7,6.3,4,45,35,10,3,1,2,1,61,60,1,1,6,4,2,3.1161890356,4.176315845,4.7395222222,3,1,0,0,0,0,0,0,3,1,11,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0.03,0,0,0.5022272041,0.5022272041
Kunjin,16,16.N.2.C,NA,NA,A.acuminata,Jam.Control,16,553,North,2,16.North.2,Control,R,1,16,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,25,23,2,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,NA,NA,NA
Kunjin,16,16.N.2.L,K115,K136,A.acuminata,Jam.Litter,16,553,North,2,16.North.2,Litter,L,0,16,7,7,4,5,4,4.333333333,0.16,0.16,0.16,0.16,0.16,24,24,24,24,24,24,8,7,9.5,8.166666667,K115,GRBR,0,1,5,13,6,92,3.2,2.02,0.046,4.9,5.8,BRGR,0,1.5,3,6,3,52,4.3,2.12,0.035,5.1,5.8,2,20,16,4,2,0,3,2,39,35,4,1,6,5,1,3.3889318885,4.7020123839,5.4462719298,2,1,0,0,0,0,0,0,5,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0.03,0.03,0,0,0.0001
Kunjin,16,16.N.3.C,K114,K135,A.acuminata,Jam.Control,16,553,North,3,16.North.3,Control,L,0,14,5,5,5,4,4,4.333333333,0.16,0.16,8.48,0.16,0.16,24,24,22,24,23.5,24,11,13,10.5,11.5,K114,GRBR,0,1,4,10,4,58,3.7,2.33,0.036,4.7,5.4,BRGR,0,1,4,6,3,91,3.9,1.88,0.036,4.8,5.7,3,88,24,64,3,0,2,1,13,5,8,1,6,3,3,2.810725803,3.7370829207,4.2517134008,4,1,0,0,0,0,0,0,0,0,5,1,45,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,1,0.02,0.04,0,0,0.0001
Kunjin,16,16.N.3.L,K113,K134,A.acuminata,Jam.Litter,16,553,North,3,16.North.3,Litter,R,1,14,5,5,4,4,5,4.333333333,0.16,0.16,8.48,0.16,0.16,24,24,22,24,23.5,24,13,12,14,13,K113,GRBR,0,1.5,3,7,5,85,3.7,3.04,0.039,4.8,5.7,BRGR,0,1.5,3,9,4,138,3.8,1.49,0.045,5,5.8,2,27,11,16,2,0,3,2,15,14,1,1,6,3,3,3.0881332838,4.2535273524,4.9597918414,7,1,0,0,0,0,0,0,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0.03,0.02,0,4.7404791939,4.7404791939
Kunjin,16,16.N.4.C,K112,K133,A.acuminata,Jam.Control,16,553,North,4,16.North.4,Control,R,1,12,3,3,3,4,4,3.666666667,1.2,18.88,64.64,76.08,32.05333333,23.75,19.5,8.5,5.75,14.375,16.33333333,11,7.5,9,9.166666667,K112,LTBR,0,1.5,3,2,3,48,2.3,0.67,0.012,4.4,5.3,BRGR,0,1,2,2,2,49,2.6,1.29,0.021,4.8,5.7,3,6,6,0,3,0,2,1,9,3,6,1,3,3,0,2.6666666667,3,3,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,0.0342682686,1.6118930816,1.6118930816
Kunjin,16,16.N.4.L,K111,K132,A.acuminata,Jam.Litter,16,553,North,4,16.North.4,Litter,L,0,12,3,3,3,4,5,4,0.16,31.36,70.88,75.04,35.52,24,16.5,7,6,13.375,15.5,11,13,15,13,K111,BRGR,0,1.5,3,5,4,85,3.5,2.11,0.037,4.6,5.5,BRGR,0,1,5,3,4,78,3.5,1.13,0.03,4.6,5.3,3,34,6,28,3,0,2,2,10,10,0,0,6,3,3,2.7531445863,3.7330323377,4.413847064,1,1,0,0,0,0,0,0,3,1,0,0,18,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.02,0.1,0,0.569176702,0.569176702
Kunjin,16,16.N.5.C,K110,K131,A.acuminata,Jam.Control,16,553,North,5,16.North.5,Control,L,0,10,1,1,4,4,4,4,88.56,98.96,88.56,91.68,93.06666667,2.75,0.25,2.75,2,1.9375,1.666666667,5,7,6.5,6.166666667,K110,BRGR,5,1,5,3,6,110,6.1,1.79,0.046,4.7,5.4,BRGR,5,1.5,59,23,9,60,21.1,2.31,0.119,4.8,5.4,3,8,5,3,2,1,2,1,7,3,4,1,3,2,1,2.6071428571,3,3,1,1,0,0,0,0,0,0,4,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.75,0,3.3282862473,3.3282862473
Kunjin,16,16.N.5.L,K109,K129,A.acuminata,Jam.Litter,16,553,North,5,16.North.5,Litter,R,1,10,1,1,3,4,3,3.333333333,85.44,98.96,96.88,92.72,92.37333333,3.5,0.25,0.75,1.75,1.5625,1.833333333,3,4,4.5,3.833333333,K109,BRGR,0,1,8,9,5,102,6.3,2.05,0.06,4.8,5.7,BRGR,0,1,109,59,9,118,30,3.97,0.242,4.9,5.5,2,13,10,3,2,0,2,1,6,3,3,1,3,2,1,2.1888111888,2.7657342657,3,1,1,0,0,0,0,0,0,9,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1,0,2.4002324581,2.4002324581
Kunjin,16,16.S.1.C,K100,K120,A.acuminata,Jam.Control,16,553,South,1,16.South.1,Control,R,1,0,-9,9,5,4,4,4.333333333,NA,0.16,0.16,0.16,0.16,NA,24,24,24,24,24,14,12,13.5,13.16666667,K100,GRBR,0,1.5,3,4,4,95,2.1,1.54,0.019,5,5.9,BRGR,5,1,2,4,2,79,3.9,1.03,0.029,5.6,6.3,4,62,35,27,2,2,3,1,35,15,20,2,8,4,4,3.7148610061,5.4184196687,6.2681934585,0,0,0,0,0,0,0,0,0,0,14,1,3,1,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1,0.04,0.02,0,0,0.0001
Kunjin,16,16.S.1.L,K99,B127,A.acuminata,Jam.Litter,16,553,South,1,16.South.1,Litter,L,0,0,-9,9,4,4,4,4,NA,0.16,0.16,0.16,0.16,NA,24,24,24,24,24,12.5,13,13.5,13,K99,GRBR,0,1.5,5,8,3,74,2.8,1.52,0.027,5.3,6.2,LTGR,0,1,2,4,3,120,3.3,1.22,0.037,6.1,6.6,5,37,33,4,3,2,6,3,89,71,18,3,6,4,2,2.8860648272,4.0542072736,4.7678523967,0,0,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0.02,0.02,0,0,0.0001
Kunjin,16,16.S.2.C,K102,K122,A.acuminata,Jam.Control,16,553,South,2,16.South.2,Control,L,0,2,-7,7,4,4,4,4,2.24,0.16,0.16,0.16,0.853333333,23.5,24,24,24,23.875,23.83333333,14,10,14,12.66666667,K102,BRGR,0,1,6,6,5,57,4.2,2.1,0.036,5.4,6,GR,0,1,2,1,2,67,1.9,0.55,0.014,5.2,6,3,74,59,15,2,1,3,2,97,87,10,1,6,4,2,3.058208749,4.0792563987,4.6195765568,0,0,0,0,0,0,0,0,2,1,7,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,3,1,0.08,0.1,0,0,0.0001
Kunjin,16,16.S.2.L,K101,K121,A.acuminata,Jam.Litter,16,553,South,2,16.South.2,Litter,R,1,2,-7,7,4,4,5,4.333333333,2.24,0.16,0.16,0.16,0.853333333,23.5,24,24,24,23.875,23.83333333,14,12,15,13.66666667,K101,BRGR,0,1.5,5,5,4,81,2.7,1.41,0.024,5.3,6.2,GR,5,1,6,2,2,53,3.6,0.65,0.027,4.9,5.8,5,32,14,18,5,0,3,2,78,71,7,1,7,4,3,3.2992610837,4.6729504045,5.525315568,0,0,0,0,0,0,0,0,1,1,3,1,12,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.0001
Kunjin,16,16.S.3.C,K104,K124,A.acuminata,Jam.Control,16,553,South,3,16.South.3,Control,R,1,4,-5,5,5,4,5,4.666666667,81.28,49.04,8.48,54.24,61.52,4.5,12.25,22,11,12.4375,9.25,10,12,13,11.66666667,K104,BRGR,0,1,6,4,3,63,4.2,1.47,0.031,5.1,5.8,GR,0,1,2,2,2,54,2.8,1.11,0.024,5.4,6,4,55,31,24,2,2,4,3,55,43,12,1,6,3,3,3.2583508899,4.3774967916,4.8848110182,0,0,0,0,0,0,0,0,0,0,13,1,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0.04,0.15,0,0,0.0001
Kunjin,16,16.S.3.L,K103,K123,A.acuminata,Jam.Litter,16,553,South,3,16.South.3,Litter,L,0,4,-5,5,7,6,5,6,48,25.12,8.48,2.24,25.12,12.5,18,22,23.5,19,18,12,12,13,12.33333333,K103,BRGR,0,1,6,2,3,85,3.2,1.67,0.029,5.1,6,GR,0,1,5,3,2,58,3.2,1.25,0.028,5.3,6.1,3,61,34,27,2,1,4,2,57,50,7,2,5,3,2,3.0458682564,3.9666511878,4.3821640697,0,0,0,0,0,0,0,0,0,0,16,1,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0.03,0.12,0,0,0.0001
Kunjin,16,16.S.4.C,K106,K126,A.acuminata,Jam.Control,16,553,South,4,16.South.4,Control,L,0,6,-3,3,5,6,6,5.666666667,96.88,91.68,92.72,91.68,93.41333333,0.75,2,1.75,2,1.625,1.583333333,10,9,11,10,K106,BRGR,0,1,5,1,5,70,3.2,1.92,0.027,4.9,5.8,GR,0,1,3,4,2,82,2.9,0.92,0.03,4.8,5.6,2,17,2,15,2,0,3,1,55,25,30,2,4,2,2,2.5271493213,3.1764191691,3.7647058824,0,0,0,0,0,0,0,0,1,1,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.8,0,2.3503829898,2.3503829898
Kunjin,16,16.S.4.L,K105,K125,A.acuminata,Jam.Litter,16,553,South,4,16.South.4,Litter,R,1,6,-3,3,5,5,6,5.333333333,98.96,97.92,97.92,92.72,96.53333333,0.25,0.5,0.5,1.75,0.75,0.833333333,7,8.5,9,8.166666667,K105,BRGR,5,1.5,4,2,4,122,3.5,2,0.032,4.9,5.9,GR,0,1,7,5,2,67,4.3,1.43,0.04,5,5.9,4,10,2,8,3,1,3,1,28,2,26,2,4,1,3,3.0515873016,4,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.9,0,1.8454983265,1.8454983265
Kunjin,16,16.S.5.C,K108,K128,A.acuminata,Jam.Control,16,553,South,5,16.South.5,Control,R,1,8,-1,1,6,5,5,5.333333333,97.92,91.68,91.68,80.24,89.94666667,0.5,2,2,4.75,2.3125,2.416666667,5,7,8.5,6.833333333,K108,LTGR,0,1,2,2,3,182,2.8,1.25,0.021,4.5,5.5,GR,0,1.5,2,3,2,87,3.2,1.23,0.024,4.8,5.6,2,5,3,2,1,1,NA,NA,NA,NA,NA,NA,3,1,2,3,3,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.95,0,4.1151633265,4.1151633265
Kunjin,16,16.S.5.L,K107,K127,A.acuminata,Jam.Litter,16,553,South,5,16.South.5,Litter,L,0,8,-1,1,6,5,6,5.666666667,81.28,97.92,93.76,79.2,86.13333333,4.5,0.5,1.5,5,2.875,3.333333333,9,6,11,8.666666667,K107,BRGR,0,1,3,8,5,113,4.3,3.05,0.047,4.9,5.8,GR,0,1.5,2,4,2,81,3.3,1.33,0.03,4.8,5.8,1,7,5,2,1,0,2,1,4,1,3,1,3,0,3,2.4285714286,3,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.9,0,2.5051160735,2.5051160735
